contigName	contigLen	totalAvgDepth	220421_RR4342129_aln_sorted.bam	220421_RR4342129_aln_sorted.bam-var
k105_119298 flag=1 multi=4.0000 len=2554	2554	14.5075	14.5075	14.0462
k105_119301 flag=1 multi=2.9343 len=1809	1809	11.6106	11.6106	8.92549
k105_33541 flag=1 multi=2.9803 len=2030	2030	8.7633	8.7633	7.17063
k105_33543 flag=0 multi=4.9824 len=2384	2384	15.6406	15.6406	16.9415
k105_33561 flag=1 multi=3.0000 len=1820	1820	10.6826	10.6826	8.79904
k105_33563 flag=1 multi=3.0000 len=2263	2263	12.6455	12.6455	33.9173
k105_119316 flag=1 multi=3.9777 len=15029	15029	16.426	16.426	22.8248
k105_119322 flag=1 multi=4.0000 len=2448	2448	17.4761	17.4761	34.6632
k105_119340 flag=1 multi=3.0000 len=1521	1521	7.82203	7.82203	3.11724
k105_119341 flag=1 multi=3.3558 len=2297	2297	28.4211	28.4211	143.005
k105_33599 flag=0 multi=7.9898 len=6952	6952	28.4174	28.4174	55.8972
k105_119359 flag=1 multi=2.9557 len=2952	2952	18.5642	18.5642	45.6187
k105_33604 flag=1 multi=2.8195 len=2631	2631	22.2237	22.2237	73.1624
k105_33611 flag=0 multi=6.9674 len=1944	1944	27.3445	27.3445	45.8514
k105_33618 flag=0 multi=4.9835 len=2526	2526	21.1082	21.1082	116.513
k105_33621 flag=0 multi=7.1566 len=4474	4474	27.4685	27.4685	146.423
k105_119396 flag=1 multi=3.0000 len=1698	1698	12.8366	12.8366	13.7075
k105_33641 flag=1 multi=2.9628 len=3006	3006	22.6999	22.6999	65.463
k105_119423 flag=0 multi=7.6900 len=5099	5099	27.6223	27.6223	41.7484
k105_119427 flag=1 multi=4.0000 len=1703	1703	20.1404	20.1404	23.5461
k105_119434 flag=1 multi=1.9215 len=1939	1939	18.597	18.597	27.4377
k105_33678 flag=1 multi=3.0000 len=3586	3586	13.2066	13.2066	16.9082
k105_119438 flag=1 multi=2.9377 len=3252	3252	12.2276	12.2276	13.1968
k105_119444 flag=0 multi=6.8000 len=2575	2575	39.188	39.188	158.057
k105_119448 flag=0 multi=5.2117 len=3072	3072	22.7331	22.7331	115.194
k105_119450 flag=1 multi=2.9210 len=2256	2256	23.6154	23.6154	85.829
k105_119451 flag=1 multi=2.0000 len=2289	2289	8.11875	8.11875	6.5537
k105_33705 flag=1 multi=4.0000 len=1629	1629	12.5896	12.5896	22.4601
k105_119464 flag=1 multi=3.0000 len=1721	1721	10.4666	10.4666	11.0401
k105_33707 flag=1 multi=3.9660 len=10526	10526	16.1126	16.1126	21.3651
k105_119486 flag=1 multi=2.5196 len=4716	4716	19.4733	19.4733	70.9294
k105_33729 flag=1 multi=4.0000 len=1739	1739	12.3543	12.3543	19.8876
k105_33730 flag=1 multi=2.0000 len=1525	1525	7.81527	7.81527	5.78247
k105_33738 flag=0 multi=3.9839 len=1963	1963	18.7281	18.7281	28.856
k105_119500 flag=0 multi=4.9691 len=2173	2173	20.5091	20.5091	61.2729
k105_33742 flag=0 multi=5.0202 len=2136	2136	29.5126	29.5126	97.2906
k105_119510 flag=1 multi=4.4867 len=2063	2063	22.8892	22.8892	53.0422
k105_33747 flag=1 multi=2.0000 len=5317	5317	8.91833	8.91833	8.17843
k105_119527 flag=1 multi=2.8960 len=1643	1643	13.5553	13.5553	11.5286
k105_119531 flag=1 multi=3.7502 len=10706	10706	12.5262	12.5262	19.783
k105_119541 flag=1 multi=3.8853 len=2067	2067	22.2008	22.2008	41.3975
k105_119554 flag=1 multi=4.6692 len=3385	3385	13.4173	13.4173	15.4741
k105_33804 flag=1 multi=4.0000 len=2044	2044	13.7999	13.7999	23.0297
k105_119580 flag=0 multi=9.9634 len=2567	2567	43.5225	43.523	147.279
k105_33823 flag=0 multi=4.9837 len=2566	2566	14.762	14.762	13.6431
k105_119606 flag=1 multi=3.0000 len=1883	1883	12.5049	12.5049	8.93718
k105_33850 flag=1 multi=2.9252 len=2993	2993	12.9479	12.9479	12.834
k105_33854 flag=1 multi=1.8689 len=1791	1791	12.4753	12.4753	34.6093
k105_33864 flag=1 multi=2.0000 len=2106	2106	8.86145	8.86145	7.71634
k105_33867 flag=1 multi=2.5215 len=1637	1637	14.2152	14.2152	16.0452
k105_33874 flag=1 multi=3.0000 len=2145	2145	8.8396	8.8396	4.76366
k105_119654 flag=1 multi=1.9861 len=4496	4496	12.7966	12.7966	18.5799
k105_119669 flag=1 multi=3.0000 len=1588	1588	10.7142	10.7142	10.086
k105_33896 flag=0 multi=5.0926 len=6847	6847	19.6024	19.6024	35.8099
k105_119672 flag=1 multi=3.8146 len=1561	1561	20.0482	20.0482	26.6104
k105_119678 flag=1 multi=4.0000 len=2539	2539	17.7392	17.7392	64.7557
k105_33909 flag=1 multi=2.9953 len=4362	4362	12.5978	12.5978	19.9823
k105_33915 flag=1 multi=2.5754 len=2990	2990	19.7106	19.7109	51.8248
k105_119693 flag=0 multi=6.9959 len=14801	14801	23.5948	23.5948	33.9215
k105_119696 flag=1 multi=2.8807 len=2016	2016	10.5204	10.5204	8.27439
k105_119699 flag=1 multi=3.0000 len=2878	2878	13.1129	13.1129	12.9517
k105_33942 flag=1 multi=1.9292 len=1504	1504	11.6566	11.6566	15.8886
k105_119703 flag=1 multi=2.8868 len=2472	2472	10.6637	10.6637	16.1804
k105_33944 flag=0 multi=6.5086 len=4889	4889	23.4912	23.4912	49.4449
k105_119723 flag=0 multi=3.1853 len=2048	2048	25.6686	25.6686	197.833
k105_33952 flag=1 multi=3.0000 len=1970	1970	13.0802	13.0802	12.7237
k105_119725 flag=1 multi=2.9447 len=1913	1913	16.3279	16.3284	42.4295
k105_33983 flag=1 multi=2.9101 len=2174	2174	11.7451	11.7451	17.6739
k105_119781 flag=1 multi=2.8947 len=1606	1606	12.3874	12.3874	10.4588
k105_119784 flag=1 multi=2.0000 len=2216	2216	10.0852	10.0852	18.2029
k105_34024 flag=1 multi=2.0000 len=2171	2171	10.7585	10.7585	9.93177
k105_34026 flag=1 multi=1.8615 len=1535	1535	8.47509	8.47509	4.1498
k105_119802 flag=1 multi=3.3045 len=2174	2174	19.8859	19.8859	76.5124
k105_119808 flag=1 multi=3.9416 len=5092	5092	16.6793	16.6793	25.5715
k105_34042 flag=1 multi=3.8151 len=1906	1906	27.0188	27.0188	183.937
k105_119822 flag=0 multi=3.9915 len=3647	3647	24.692	24.692	44.6828
k105_119845 flag=1 multi=3.0000 len=1673	1673	8.935	8.935	10.5456
k105_34070 flag=1 multi=3.0000 len=6161	6161	12.0215	12.0215	12.6652
k105_34072 flag=0 multi=2.9885 len=1845	1845	13.508	13.508	10.6433
k105_34080 flag=1 multi=3.0000 len=3735	3735	12.6868	12.6868	18.3336
k105_119854 flag=1 multi=5.0000 len=12866	12866	17.0705	17.0705	20.3479
k105_119876 flag=1 multi=3.0000 len=2433	2433	21.3276	21.3276	83.5845
k105_34107 flag=1 multi=3.6173 len=3081	3081	18.6585	18.6585	31.2139
k105_34108 flag=1 multi=1.9031 len=1860	1860	13.252	13.252	20.72
k105_34117 flag=1 multi=3.0000 len=1757	1757	11.2371	11.2371	13.7825
k105_34118 flag=0 multi=10.6832 len=6886	6886	44.755	44.755	185.995
k105_119915 flag=1 multi=2.6141 len=1551	1551	16.5196	16.5196	102.27
k105_34129 flag=1 multi=3.0000 len=3007	3007	12.0133	12.0133	16.0383
k105_34140 flag=1 multi=2.9471 len=1768	1768	9.95179	9.95179	11.8084
k105_119940 flag=1 multi=1.9201 len=1519	1519	10.0278	10.0278	9.70385
k105_119950 flag=1 multi=2.7774 len=3555	3555	18.9325	18.9325	46.5165
k105_119951 flag=1 multi=4.0000 len=2198	2198	14.9595	14.9595	35.5786
k105_119957 flag=1 multi=2.9279 len=1853	1853	10.2824	10.2824	14.4379
k105_119958 flag=1 multi=2.0000 len=1675	1675	10.0564	10.057	7.97245
k105_34170 flag=1 multi=4.2762 len=3059	3059	21.2375	21.2375	23.0278
k105_120011 flag=1 multi=4.0000 len=7890	7890	14.0588	14.0588	18.6718
k105_120013 flag=1 multi=3.0000 len=2058	2058	13.0356	13.0356	35.4366
k105_34233 flag=1 multi=2.0000 len=1520	1520	10.6372	10.6372	6.89609
k105_34243 flag=1 multi=2.9544 len=3528	3528	15.6705	15.6705	19.5433
k105_120042 flag=1 multi=3.0000 len=2407	2407	11.3385	11.3385	12.5769
k105_34255 flag=1 multi=2.0000 len=1587	1587	11.3208	11.3215	11.2517
k105_120066 flag=0 multi=2.9365 len=1933	1933	25.8929	25.8929	133.696
k105_34266 flag=0 multi=14.9202 len=1546	1546	110.07	110.07	422.338
k105_120077 flag=1 multi=2.8971 len=1991	1991	17.5698	17.5698	19.9311
k105_120085 flag=1 multi=3.0000 len=1505	1505	12.2716	12.2716	13.2749
k105_34288 flag=1 multi=2.5826 len=2297	2297	22.4425	22.4425	64.5506
k105_34308 flag=1 multi=2.8783 len=1830	1830	17.3774	17.3774	47.5323
k105_120125 flag=1 multi=2.0000 len=2164	2164	8.53873	8.53873	7.49957
k105_120131 flag=1 multi=3.0000 len=2045	2045	11.5784	11.5784	11.0983
k105_120132 flag=1 multi=2.9338 len=2312	2312	14.0245	14.0245	27.475
k105_34322 flag=1 multi=2.0000 len=1711	1711	10.6912	10.6912	12.3277
k105_34324 flag=0 multi=6.9889 len=1728	1728	36.5368	36.5374	121.806
k105_34327 flag=1 multi=3.1806 len=3400	3400	14.4015	14.4015	15.6974
k105_120161 flag=1 multi=3.0000 len=1987	1987	11.4447	11.4447	11.2525
k105_120166 flag=1 multi=1.9707 len=1571	1571	12.4785	12.4785	12.0722
k105_34357 flag=1 multi=2.4697 len=1987	1987	10.3419	10.3419	7.12818
k105_34359 flag=1 multi=6.0000 len=3731	3731	24.9042	24.9042	47.908
k105_120176 flag=0 multi=7.0000 len=8441	8441	25.4184	25.4184	43.7452
k105_34363 flag=1 multi=3.0000 len=1998	1998	10.9421	10.9421	7.98201
k105_34378 flag=1 multi=2.9335 len=3414	3414	14.9133	14.9133	20.2809
k105_34386 flag=1 multi=1.9833 len=1780	1780	9.68037	9.68037	8.33177
k105_34403 flag=1 multi=3.9154 len=2411	2411	21.605	21.605	94.171
k105_120230 flag=1 multi=2.4872 len=1673	1673	9.00394	9.0046	6.87975
k105_120231 flag=1 multi=4.0000 len=2149	2149	13.032	13.032	13.9239
k105_120237 flag=1 multi=2.8182 len=2250	2250	26.9548	26.9548	107.02
k105_120253 flag=1 multi=2.0000 len=2582	2582	12.2936	12.2936	10.5925
k105_120266 flag=1 multi=3.0000 len=2145	2145	11.5409	11.5409	19.0779
k105_34433 flag=1 multi=3.0409 len=9307	9307	12.9044	12.9044	22.5742
k105_120274 flag=1 multi=1.9852 len=3686	3686	13.4013	13.4013	27.6508
k105_34438 flag=1 multi=3.8247 len=3808	3808	14.4445	14.4445	18.2508
k105_120303 flag=1 multi=2.8919 len=1641	1641	11.334	11.334	9.44263
k105_34465 flag=1 multi=3.0000 len=1647	1647	8.54576	8.54643	6.71857
k105_34466 flag=1 multi=4.0000 len=6909	6909	18.7145	18.7145	37.0832
k105_120332 flag=1 multi=2.9386 len=1832	1832	16.3757	16.3757	25.2199
k105_34482 flag=1 multi=4.0000 len=8121	8121	12.4397	12.4397	12.9208
k105_120350 flag=1 multi=2.9306 len=2179	2179	12.4677	12.4677	25.5716
k105_120355 flag=1 multi=3.8942 len=3280	3280	13.9131	13.9131	44.9977
k105_120360 flag=1 multi=3.8698 len=2202	2202	23.2329	23.2329	90.3259
k105_34498 flag=0 multi=3.9680 len=1980	1980	23.7525	23.7525	112.137
k105_120388 flag=1 multi=3.0000 len=1565	1565	9.20212	9.20212	6.55602
k105_120418 flag=0 multi=8.7682 len=1818	1818	44.202	44.202	272.093
k105_120423 flag=1 multi=4.0000 len=1891	1891	15.3056	15.3056	44.7963
k105_34564 flag=1 multi=3.0000 len=1849	1849	16.3967	16.3967	21.0416
k105_120433 flag=1 multi=3.8952 len=6402	6402	12.245	12.245	18.8764
k105_120444 flag=1 multi=8.0000 len=3690	3690	32.659	32.6593	109.616
k105_34595 flag=0 multi=7.4391 len=1665	1665	32.8653	32.866	112.958
k105_34599 flag=1 multi=3.0000 len=1599	1599	12.7591	12.7591	16.0297
k105_120456 flag=1 multi=4.0000 len=1506	1506	15.1748	15.1748	15.8094
k105_34602 flag=1 multi=3.0000 len=1556	1556	12.6437	12.6437	14.2737
k105_120460 flag=1 multi=3.0000 len=1660	1660	20.9616	20.9616	74.151
k105_34606 flag=1 multi=2.9338 len=2038	2038	11.7532	11.7532	16.3905
k105_120465 flag=1 multi=1.9045 len=1959	1959	12.9265	12.9265	26.6577
k105_120485 flag=0 multi=3.3293 len=2349	2349	14.4616	14.4616	16.9474
k105_120494 flag=1 multi=3.7904 len=2552	2552	21.7485	21.7485	42.7995
k105_34657 flag=1 multi=4.0000 len=8220	8220	15.7232	15.7232	22.3954
k105_34662 flag=0 multi=3.5719 len=3158	3158	25.5971	25.5971	106.409
k105_34672 flag=1 multi=4.0000 len=2064	2064	14.6954	14.6954	17.1436
k105_120541 flag=0 multi=6.9641 len=1943	1943	32.8578	32.8578	68.9437
k105_34673 flag=1 multi=4.8877 len=3275	3275	14.5994	14.5994	31.6371
k105_34675 flag=1 multi=2.8687 len=2161	2161	17.3839	17.3839	26.0714
k105_120567 flag=1 multi=1.9034 len=1762	1762	11.5999	11.5999	9.82178
k105_120574 flag=1 multi=1.9691 len=2922	2922	15.5354	15.5354	30.1838
k105_34708 flag=1 multi=2.9196 len=2320	2320	11.1977	11.1977	14.036
k105_120593 flag=0 multi=7.0147 len=14829	14829	26.2688	26.2688	66.1469
k105_34735 flag=0 multi=33.3958 len=4019	4019	125.099	125.099	597.055
k105_120607 flag=1 multi=3.0000 len=2230	2230	10.6894	10.6894	18.3434
k105_34768 flag=1 multi=5.0000 len=1646	1646	17.744	17.744	26.5264
k105_120625 flag=1 multi=4.6121 len=2513	2513	16.9471	16.9471	25.9332
k105_34775 flag=1 multi=2.8893 len=1514	1514	13.7852	13.7852	50.5684
k105_34784 flag=1 multi=1.9387 len=1736	1736	14.1557	14.1557	27.3669
k105_120650 flag=0 multi=7.4286 len=2625	2625	27.3653	27.3653	80.1484
k105_34795 flag=1 multi=1.8186 len=1621	1621	16.2726	16.2726	57.2053
k105_120659 flag=1 multi=1.9480 len=1817	1817	10.4913	10.4913	17.7771
k105_120660 flag=1 multi=2.9274 len=1867	1867	9.57251	9.57251	10.506
k105_120661 flag=0 multi=3.9358 len=1506	1506	14.1482	14.1482	34.2045
k105_120672 flag=1 multi=2.8608 len=1786	1786	15.7035	15.7035	28.556
k105_34826 flag=1 multi=2.7714 len=2458	2458	8.89818	8.89818	6.90561
k105_120695 flag=1 multi=2.8589 len=1607	1607	12.0062	12.0062	22.583
k105_34841 flag=1 multi=2.0000 len=1527	1527	8.626	8.626	4.57442
k105_120700 flag=1 multi=4.0000 len=1968	1968	12.6447	12.6447	13.5016
k105_120702 flag=0 multi=6.5904 len=2405	2405	29.5299	29.5299	50.8937
k105_34850 flag=0 multi=3.6538 len=1552	1552	19.1633	19.1633	93.0461
k105_120707 flag=1 multi=2.8770 len=2154	2154	20.3927	20.3927	121.35
k105_120742 flag=1 multi=2.9004 len=1973	1973	14.1525	14.1525	29.2971
k105_120746 flag=1 multi=2.8283 len=1817	1817	20.8236	20.8236	126.79
k105_120752 flag=1 multi=6.2386 len=1660	1660	30.6907	30.6907	132.662
k105_120754 flag=0 multi=4.8509 len=1741	1741	25.8316	25.8316	215.673
k105_34917 flag=1 multi=3.0000 len=2030	2030	11.2745	11.2745	14.5591
k105_120755 flag=1 multi=4.0000 len=3628	3628	13.253	13.253	16.2637
k105_120766 flag=1 multi=3.0000 len=2135	2135	13.0307	13.0307	20.0328
k105_34931 flag=1 multi=2.8592 len=2136	2136	14.853	14.853	32.0248
k105_120773 flag=1 multi=4.6827 len=1681	1681	26.2763	26.2763	46.506
k105_34938 flag=1 multi=1.9837 len=3534	3534	12.6176	12.6176	22.5246
k105_120777 flag=1 multi=3.0000 len=1526	1526	14.0051	14.0051	25.7811
k105_34939 flag=1 multi=2.9398 len=1600	1600	12.54	12.54	26.8918
k105_120811 flag=1 multi=3.0000 len=1651	1651	8.67755	8.67821	6.06236
k105_34970 flag=1 multi=2.8496 len=3509	3509	19.8288	19.8288	55.3042
k105_120817 flag=1 multi=2.9453 len=2992	2992	14.804	14.804	40.042
k105_120820 flag=1 multi=1.7829 len=1579	1579	10.7628	10.7628	14.1265
k105_34978 flag=0 multi=2.9904 len=2194	2194	12.5166	12.5166	8.287
k105_120821 flag=1 multi=6.0000 len=3509	3509	21.4543	21.4543	27.5386
k105_34981 flag=1 multi=1.8530 len=1622	1622	11.6678	11.6678	24.1936
k105_120825 flag=1 multi=2.0000 len=1657	1657	9.61778	9.61778	10.3013
k105_120827 flag=1 multi=2.9631 len=2381	2381	11.048	11.048	13.0484
k105_34985 flag=1 multi=5.8822 len=3756	3756	20.85	20.85	69.8807
k105_34993 flag=1 multi=3.0000 len=1566	1566	10.6172	10.6172	8.85402
k105_35000 flag=0 multi=3.9938 len=4968	4968	13.0012	13.0012	17.1667
k105_120866 flag=1 multi=2.0000 len=1565	1565	8.7682	8.7682	5.78359
k105_35008 flag=1 multi=3.0000 len=1699	1699	16.0207	16.0207	28.8937
k105_120872 flag=1 multi=1.8301 len=2606	2606	13.2305	13.2305	34.9266
k105_120880 flag=1 multi=1.9088 len=1914	1914	17.1043	17.1043	46.7584
k105_120881 flag=1 multi=3.0000 len=1530	1530	8.99928	8.99928	5.72372
k105_120886 flag=1 multi=2.8587 len=1860	1860	13.893	13.893	15.2495
k105_35015 flag=1 multi=3.7556 len=13311	13311	15.4425	15.4425	21.8233
k105_35019 flag=1 multi=7.6940 len=1703	1703	52.3638	52.3638	500.571
k105_120905 flag=1 multi=1.9862 len=1694	1694	11.5609	11.5609	4.88288
k105_120907 flag=1 multi=3.0000 len=1569	1569	11.5525	11.5525	8.88496
k105_35029 flag=1 multi=2.9650 len=4899	4899	11.5397	11.5399	18.2018
k105_35044 flag=0 multi=4.9716 len=1512	1512	29.1087	29.1087	77.0933
k105_120953 flag=1 multi=4.0000 len=2109	2109	14.7437	14.7437	19.3469
k105_120961 flag=1 multi=2.9277 len=2484	2484	11.141	11.141	18.0046
k105_35108 flag=1 multi=3.8725 len=1799	1799	18.8478	18.8478	54.1386
k105_35113 flag=1 multi=3.0000 len=1863	1863	9.77992	9.77992	9.4451
k105_35136 flag=1 multi=2.7864 len=2249	2249	11.0705	11.0705	38.5443
k105_35139 flag=1 multi=2.1212 len=1631	1631	22.4564	22.4564	51.4577
k105_121005 flag=1 multi=6.0000 len=32682	32682	18.7081	18.7081	33.0806
k105_35154 flag=1 multi=4.0000 len=3773	3773	11.098	11.098	10.4087
k105_121011 flag=1 multi=2.9897 len=2046	2046	13.3898	13.3898	21.0633
k105_35163 flag=1 multi=2.8619 len=1510	1510	13.1279	13.1279	11.4289
k105_121028 flag=1 multi=4.0000 len=1744	1744	16.4624	16.4624	11.8306
k105_121041 flag=1 multi=4.0000 len=2448	2448	13.3751	13.3751	15.7252
k105_121049 flag=0 multi=5.0000 len=1675	1675	27.2131	27.2131	105.094
k105_35202 flag=1 multi=3.0000 len=1565	1565	12.0848	12.0848	19.6703
k105_35203 flag=0 multi=8.6181 len=3208	3208	34.8322	34.8322	104.592
k105_121062 flag=0 multi=5.8018 len=2376	2376	35.3854	35.3854	92.8817
k105_35206 flag=1 multi=3.3784 len=2552	2552	16.7719	16.7719	60.7918
k105_121066 flag=1 multi=2.0000 len=1673	1673	13.0401	13.0401	23.4433
k105_35210 flag=1 multi=3.0000 len=2380	2380	9.67848	9.67848	14.2209
k105_121077 flag=0 multi=9.2835 len=4525	4525	48.2759	48.2759	99.6202
k105_121084 flag=1 multi=3.3023 len=3135	3135	16.5018	16.5018	43.5773
k105_35227 flag=1 multi=5.0000 len=5967	5967	19.6283	19.6283	44.612
k105_121086 flag=1 multi=1.9486 len=1544	1544	9.40172	9.40172	7.9979
k105_121087 flag=1 multi=2.9668 len=2755	2755	11.2334	11.2334	9.78442
k105_35239 flag=1 multi=4.0000 len=2832	2832	11.2148	11.2148	14.9267
k105_35246 flag=0 multi=2.9938 len=3325	3325	23.7578	23.7578	54.1268
k105_121119 flag=1 multi=1.9705 len=1528	1528	14.1655	14.1655	16.0699
k105_35297 flag=1 multi=4.9828 len=15907	15907	19.3714	19.3714	30.0399
k105_121207 flag=1 multi=2.9031 len=2189	2189	15.9917	15.9917	22.5941
k105_35316 flag=1 multi=1.9212 len=1564	1564	8.00636	8.00636	5.10892
k105_121222 flag=1 multi=1.9439 len=1673	1673	10.411	10.411	18.392
k105_35319 flag=1 multi=1.9653 len=1922	1922	12.4769	12.4769	14.55
k105_121229 flag=1 multi=2.6820 len=2511	2511	8.47438	8.47438	4.55285
k105_35329 flag=0 multi=4.9818 len=2307	2307	18.1405	18.1405	36.1617
k105_121236 flag=1 multi=1.0000 len=1510	1510	11.1669	11.1669	20.22
k105_35334 flag=1 multi=3.0000 len=3695	3695	8.94245	8.94245	10.9787
k105_121252 flag=1 multi=2.8362 len=1595	1595	18.4713	18.4713	29.9987
k105_121267 flag=1 multi=3.0000 len=4024	4024	11.8805	11.8805	12.2705
k105_121274 flag=1 multi=3.0000 len=1735	1735	17.1703	17.1703	47.5581
k105_121277 flag=0 multi=3.9031 len=2304	2304	18.6425	18.6425	36.1902
k105_35369 flag=1 multi=3.4386 len=4239	4239	16.515	16.515	22.377
k105_121278 flag=1 multi=5.8218 len=2574	2574	24.3156	24.316	91.2012
k105_35387 flag=1 multi=1.9724 len=2277	2277	10.6916	10.6916	9.82858
k105_121287 flag=0 multi=12.5890 len=9171	9171	40.2715	40.2715	89.9131
k105_35407 flag=1 multi=2.8733 len=1589	1589	11.0973	11.098	11.5794
k105_121304 flag=0 multi=9.9442 len=3329	3329	30.7056	30.7056	44.9817
k105_121311 flag=0 multi=5.9895 len=4872	4872	19.5178	19.5178	31.1916
k105_35427 flag=1 multi=3.0000 len=1946	1946	8.99833	8.99889	8.1036
k105_35432 flag=1 multi=2.5687 len=1976	1976	12.3921	12.3921	19.1086
k105_121335 flag=1 multi=3.8995 len=2165	2165	16.4923	16.4923	29.6747
k105_35442 flag=1 multi=3.0000 len=1658	1658	10.6844	10.6844	7.58977
k105_121350 flag=1 multi=2.5834 len=2779	2779	10.6527	10.6527	15.8233
k105_35454 flag=0 multi=2.9295 len=3140	3140	16.9298	16.9301	95.8757
k105_121362 flag=1 multi=4.0000 len=4536	4536	11.1902	11.1902	9.06124
k105_35478 flag=1 multi=3.0000 len=2493	2493	10.7537	10.7537	12.7383
k105_35480 flag=1 multi=3.0000 len=2069	2069	13.197	13.197	21.1677
k105_35486 flag=0 multi=2.8200 len=1794	1794	15.865	15.865	47.4912
k105_121392 flag=1 multi=3.0000 len=1696	1696	12.9437	12.9437	20.6395
k105_121398 flag=0 multi=3.9863 len=2668	2668	25.9877	25.9877	61.5233
k105_121403 flag=1 multi=4.9527 len=4506	4506	20.0865	20.0865	48.7525
k105_121412 flag=1 multi=2.8591 len=1752	1752	9.79588	9.79588	22.2376
k105_35552 flag=1 multi=3.0000 len=1547	1547	13.4939	13.4939	9.45218
k105_121450 flag=1 multi=1.9615 len=1560	1560	11.4007	11.4007	17.9651
k105_121454 flag=0 multi=24.9015 len=2541	2541	94.2618	94.2622	253.917
k105_35559 flag=0 multi=5.6526 len=9711	9711	17.9038	17.9038	40.4545
k105_121455 flag=0 multi=11.0000 len=2766	2766	48.8834	48.8834	98.5879
k105_121479 flag=1 multi=4.4306 len=2353	2353	12.3309	12.3309	20.4822
k105_35594 flag=1 multi=2.9257 len=2553	2553	10.5389	10.5389	7.54332
k105_35596 flag=0 multi=3.4562 len=2078	2078	13.1432	13.1432	14.2358
k105_121499 flag=1 multi=1.9965 len=2102	2102	11.019	11.019	11.6126
k105_121528 flag=1 multi=4.7978 len=1549	1549	46.4746	46.4753	872.784
k105_35665 flag=1 multi=3.0000 len=2144	2144	14.0817	14.0817	16.037
k105_121560 flag=1 multi=2.0000 len=1748	1748	11.8761	11.8761	20.7923
k105_35670 flag=1 multi=1.9817 len=2509	2509	9.2323	9.2323	11.2794
k105_121571 flag=0 multi=3.9862 len=2282	2282	22.5052	22.5052	57.7562
k105_121578 flag=1 multi=3.0000 len=3123	3123	11.1847	11.1847	8.49717
k105_35691 flag=1 multi=3.8658 len=3295	3295	17.0366	17.0366	22.6166
k105_121584 flag=1 multi=2.9025 len=1520	1520	11.646	11.646	10.9255
k105_35700 flag=0 multi=3.9671 len=2840	2840	15.5829	15.5829	22.5265
k105_35702 flag=1 multi=2.0000 len=1534	1534	14.7059	14.7059	9.55844
k105_35717 flag=1 multi=2.2421 len=2773	2773	11.3252	11.3252	11.6282
k105_35718 flag=1 multi=6.6189 len=8077	8077	30.2915	30.2915	71.456
k105_121716 flag=1 multi=3.0000 len=1632	1632	23.6937	23.6937	98.214
k105_35799 flag=1 multi=4.0000 len=2841	2841	12.4556	12.4556	12.6362
k105_35806 flag=1 multi=1.8971 len=1640	1640	11.8094	11.8094	46.2873
k105_121744 flag=1 multi=2.0000 len=2363	2363	10.4329	10.4329	10.8758
k105_121745 flag=1 multi=3.6831 len=2658	2658	11.6954	11.6954	33.7617
k105_121746 flag=1 multi=5.0000 len=5087	5087	18.7316	18.7316	36.1814
k105_121747 flag=1 multi=2.9173 len=2329	2329	12.8054	12.8054	10.481
k105_35811 flag=1 multi=3.9970 len=9947	9947	15.1452	15.1452	24.3326
k105_121750 flag=0 multi=5.0000 len=3582	3582	28.3598	28.3598	140.638
k105_35831 flag=1 multi=3.0000 len=1910	1910	13.517	13.517	10.6683
k105_121765 flag=1 multi=6.1534 len=4950	4950	27.0181	27.0181	59.084
k105_121772 flag=1 multi=2.8520 len=1537	1537	9.8421	9.84283	5.60731
k105_121782 flag=1 multi=1.9547 len=1782	1782	10.4436	10.4436	20.3745
k105_121787 flag=1 multi=3.0000 len=1540	1540	10.8964	10.8964	22.6903
k105_121788 flag=1 multi=3.0000 len=1778	1778	12.3704	12.3704	36.0858
k105_35878 flag=1 multi=2.0000 len=1534	1534	9.98338	9.98338	8.44435
k105_35884 flag=0 multi=3.9901 len=1915	1915	16.5331	16.5331	40.5065
k105_35891 flag=1 multi=2.9206 len=1943	1943	8.03179	8.03235	5.8818
k105_35893 flag=1 multi=2.0000 len=1530	1530	8.05217	8.05217	5.63469
k105_121790 flag=0 multi=8.9932 len=23592	23592	28.5119	28.5119	62.8206
k105_35908 flag=1 multi=3.0000 len=1519	1519	10.4522	10.4522	9.76248
k105_121793 flag=0 multi=4.4068 len=3837	3837	18.8495	18.8495	35.1535
k105_121800 flag=1 multi=2.8736 len=2685	2685	11.0193	11.0193	9.70645
k105_121825 flag=1 multi=2.0000 len=1904	1904	11.512	11.512	8.16103
k105_35947 flag=1 multi=2.8573 len=3560	3560	11.8062	11.8062	10.7213
k105_35950 flag=1 multi=2.2561 len=1745	1745	15.6909	15.6909	19.955
k105_121852 flag=1 multi=4.0000 len=2389	2389	19.9482	19.9482	40.7749
k105_35961 flag=0 multi=3.9285 len=6150	6150	16.9085	16.9085	38.439
k105_35990 flag=1 multi=2.9251 len=1815	1815	14.0036	14.0036	50.5754
k105_35996 flag=0 multi=7.9184 len=1820	1820	29.3605	29.3605	35.5824
k105_121894 flag=1 multi=3.0000 len=3644	3644	15.5887	15.5887	20.5817
k105_35997 flag=0 multi=9.3409 len=3191	3191	31.367	31.367	72.7803
k105_121906 flag=0 multi=5.2032 len=4013	4013	16.8592	16.8592	14.2655
k105_36014 flag=1 multi=4.0000 len=2923	2923	17.4223	17.4223	32.4675
