contigName	contigLen	totalAvgDepth	220421_RR4342133_aln_sorted.bam	220421_RR4342133_aln_sorted.bam-var
k105_129451 flag=1 multi=2.0000 len=1542	1542	10.6451	10.6451	18.0177
k105_43479 flag=1 multi=3.8441 len=4338	4338	17.1383	17.1383	33.836
k105_43481 flag=0 multi=5.9475 len=2008	2008	17.7917	17.7917	36.8887
k105_129462 flag=0 multi=9.7688 len=4884	4884	33.3245	33.3245	59.534
k105_129463 flag=0 multi=4.9763 len=3486	3486	16.973	16.973	32.9488
k105_43499 flag=0 multi=2.9931 len=3020	3020	18.6617	18.6617	55.4645
k105_43507 flag=1 multi=2.8506 len=1953	1953	19.1747	19.1747	72.3883
k105_129477 flag=1 multi=4.0000 len=2997	2997	12.8974	12.8974	11.8951
k105_129480 flag=1 multi=3.0000 len=2417	2417	11.195	11.195	9.4015
k105_129482 flag=0 multi=3.0000 len=2044	2044	11.4741	11.4741	8.79345
k105_43530 flag=1 multi=3.0000 len=2453	2453	15.3	15.3	20.1528
k105_43532 flag=0 multi=2.8878 len=2102	2102	13.1332	13.1332	26.8199
k105_129492 flag=0 multi=9.9960 len=45470	45470	30.5519	30.5519	48.7914
k105_129493 flag=1 multi=3.0000 len=2248	2248	11.4466	11.4466	15.3401
k105_129507 flag=1 multi=2.9587 len=1750	1750	12.9444	12.9444	23.2595
k105_43548 flag=0 multi=6.9176 len=50852	50852	21.5047	21.5047	35.9595
k105_43553 flag=0 multi=4.9767 len=1819	1819	17.7424	17.7424	20.8473
k105_129518 flag=1 multi=3.0000 len=3087	3087	9.70072	9.70072	11.6008
k105_43559 flag=1 multi=4.9271 len=4878	4878	21.5888	21.5888	58.2355
k105_43561 flag=1 multi=4.0000 len=3949	3949	15.5209	15.5209	18.9231
k105_129542 flag=1 multi=1.9429 len=1645	1645	21.7184	21.7191	107.298
k105_129545 flag=0 multi=7.0000 len=1871	1871	25.9529	25.9529	79.41
k105_43598 flag=1 multi=3.0000 len=1622	1622	8.98641	8.98641	7.38526
k105_129550 flag=1 multi=4.4705 len=7301	7301	27.3686	27.3686	50.7566
k105_129558 flag=1 multi=2.8631 len=1624	1624	12.5814	12.5814	11.1451
k105_43606 flag=1 multi=6.0000 len=17757	17757	21.2553	21.2553	38.1096
k105_129597 flag=1 multi=5.0000 len=2213	2213	19.1285	19.1285	47.8862
k105_43620 flag=0 multi=5.9894 len=4831	4831	20.8159	20.8159	30.0506
k105_43621 flag=1 multi=2.9252 len=2298	2298	19.9879	19.9879	45.1837
k105_43626 flag=1 multi=3.0000 len=2805	2805	10.5277	10.5277	8.63448
k105_43635 flag=1 multi=3.0000 len=2544	2544	11.7903	11.7903	16.2837
k105_43647 flag=1 multi=4.0000 len=2832	2832	25.2263	25.2263	61.4065
k105_129657 flag=0 multi=4.0000 len=3520	3520	22.6006	22.6006	53.4353
k105_43656 flag=1 multi=2.9639 len=2154	2154	12.8094	12.8094	20.3301
k105_129659 flag=1 multi=4.5958 len=2569	2569	22.0017	22.0017	91.4493
k105_43657 flag=0 multi=5.9435 len=2584	2584	24.7128	24.7128	41.0296
k105_129665 flag=0 multi=2.8659 len=2521	2521	18.9287	18.9287	59.0408
k105_43681 flag=0 multi=7.9560 len=3284	3284	24.9901	24.9901	48.2187
k105_129690 flag=1 multi=3.9195 len=2603	2603	26.0836	26.0836	64.1728
k105_43692 flag=1 multi=4.2708 len=1981	1981	28.9536	28.9536	601.363
k105_43697 flag=1 multi=1.9331 len=1645	1645	14.5639	14.5639	12.9864
k105_43706 flag=0 multi=4.7952 len=1570	1570	13.4261	13.4261	15.3582
k105_129695 flag=1 multi=6.9468 len=12970	12970	25.6823	25.6823	56.2701
k105_129714 flag=0 multi=7.8331 len=3742	3742	32.5359	32.5362	45.0992
k105_129730 flag=0 multi=9.8865 len=2484	2484	33.2781	33.2781	58.5626
k105_129743 flag=0 multi=4.9618 len=4083	4083	26.2904	26.2904	57.2
k105_43717 flag=1 multi=8.0000 len=27170	27170	25.9427	25.9427	40.7521
k105_43718 flag=0 multi=2.9302 len=2425	2425	19.4229	19.4229	46.5729
k105_43725 flag=0 multi=6.9177 len=1563	1563	25.9809	25.9809	49.8049
k105_129777 flag=1 multi=4.0000 len=2176	2176	12.1456	12.1456	36.1413
k105_43730 flag=1 multi=4.5947 len=5451	5451	26.7263	26.7263	101.896
k105_43732 flag=1 multi=2.9748 len=1933	1933	16.2299	16.2299	52.68
k105_43738 flag=1 multi=4.9128 len=3409	3409	11.5226	11.5226	15.392
k105_129800 flag=1 multi=4.7770 len=2127	2127	24.3227	24.3227	105.391
k105_43741 flag=1 multi=2.0000 len=2536	2536	11.2418	11.2418	21.6576
k105_43748 flag=1 multi=4.0000 len=1922	1922	11.3781	11.3781	12.3007
k105_129833 flag=1 multi=3.3067 len=1605	1605	10.2275	10.2275	10.6394
k105_129836 flag=1 multi=3.6172 len=5100	5100	25.1224	25.1226	126.185
k105_43772 flag=1 multi=4.5307 len=4049	4049	23.9664	23.9664	55.8952
k105_129851 flag=0 multi=2.9711 len=2458	2458	16.2838	16.2838	34.7105
k105_129857 flag=0 multi=3.9620 len=1683	1683	17.7267	17.7273	96.1664
k105_129861 flag=0 multi=3.8293 len=2320	2320	26.794	26.794	80.1848
k105_129892 flag=1 multi=2.3094 len=2206	2206	16.0827	16.0827	18.9703
k105_43777 flag=0 multi=9.7577 len=24495	24495	29.4437	29.4437	50.2424
k105_129906 flag=1 multi=5.0000 len=1694	1694	14.0447	14.0447	18.9695
k105_129911 flag=0 multi=5.0000 len=2069	2069	27.803	27.803	42.2104
k105_129918 flag=0 multi=3.9863 len=2290	2290	13.9879	13.9879	31.0218
k105_43801 flag=1 multi=4.9409 len=6132	6132	23.3795	23.3795	68.2093
k105_129935 flag=1 multi=4.0000 len=3339	3339	13.0731	13.0731	13.2428
k105_129938 flag=0 multi=8.9525 len=1789	1789	27.7907	27.7907	37.996
k105_43827 flag=1 multi=2.8710 len=2182	2182	10.6516	10.6516	10.9253
k105_129944 flag=1 multi=2.5160 len=2444	2444	12.1059	12.1059	11.5749
k105_43859 flag=1 multi=2.9102 len=2756	2756	10.3995	10.3995	12.343
k105_129974 flag=1 multi=3.0000 len=1620	1620	15.0061	15.0061	16.8842
k105_129989 flag=1 multi=4.0000 len=3324	3324	14.2861	14.2861	14.0871
k105_43889 flag=1 multi=3.0000 len=3567	3567	11.2777	11.2777	13.429
k105_130008 flag=1 multi=4.0000 len=3822	3822	16.811	16.8113	20.8368
k105_130021 flag=1 multi=6.3958 len=2326	2326	24.0179	24.0179	52.5178
k105_130025 flag=0 multi=15.8357 len=3191	3191	63.4324	63.4324	145.487
k105_130028 flag=1 multi=3.0000 len=1920	1920	14.3169	14.3169	17.5145
k105_130032 flag=1 multi=4.0000 len=2371	2371	26.7533	26.7533	89.1689
k105_43935 flag=1 multi=3.9520 len=2294	2294	25.9314	25.9314	55.5486
k105_43941 flag=1 multi=2.9162 len=1751	1751	12.9132	12.9132	21.8442
k105_43942 flag=1 multi=3.0000 len=1716	1716	11.3953	11.3953	12.6941
k105_43943 flag=1 multi=4.0000 len=4487	4487	14.5146	14.5146	20.9827
k105_130051 flag=1 multi=5.0000 len=4618	4618	19.8543	19.8543	35.4163
k105_130063 flag=1 multi=4.0000 len=1844	1844	11.5035	11.5035	19.3594
k105_43964 flag=1 multi=2.8880 len=1945	1945	24.9705	24.9705	110.237
k105_130072 flag=1 multi=4.0000 len=5109	5109	15.9462	15.9462	23.6508
k105_43981 flag=0 multi=7.9980 len=2137	2137	38.0674	38.0674	452.769
k105_130088 flag=1 multi=3.7652 len=2188	2188	11.4931	11.4931	15.1318
k105_130093 flag=1 multi=5.8320 len=2933	2933	21.6615	21.6615	43.9934
k105_43999 flag=0 multi=55.0447 len=3193	3193	171.748	171.748	380.052
k105_130095 flag=0 multi=4.0000 len=3340	3340	18.3323	18.3323	55.8551
k105_44003 flag=1 multi=4.0000 len=1906	1906	16.0239	16.0245	18.8604
k105_130102 flag=1 multi=4.0000 len=1854	1854	12.9073	12.9073	10.2533
k105_130103 flag=0 multi=6.0000 len=1788	1788	17	17	27.7874
k105_130106 flag=0 multi=4.6989 len=1553	1553	24.0862	24.0862	51.845
k105_44026 flag=1 multi=2.9414 len=3075	3075	10.2803	10.2803	10.9009
k105_44035 flag=1 multi=4.8792 len=2291	2291	15.724	15.724	26.0432
k105_130124 flag=1 multi=3.0000 len=1641	1641	19.1952	19.1958	30.4422
k105_130135 flag=1 multi=4.6081 len=3198	3198	29.4816	29.4816	76.2996
k105_44039 flag=0 multi=5.4853 len=11216	11216	21.1918	21.1919	32.1888
k105_130171 flag=0 multi=6.3067 len=2863	2863	31.6989	31.6989	47.6563
k105_44065 flag=1 multi=2.8257 len=2314	2314	18.2842	18.2842	82.4701
k105_130180 flag=0 multi=3.0000 len=2547	2547	15.0242	15.0242	20.2524
k105_44073 flag=0 multi=6.9757 len=2574	2574	31.512	31.512	70.7226
k105_44081 flag=0 multi=3.6504 len=1907	1907	17.5709	17.5709	43.9024
k105_130193 flag=1 multi=4.0000 len=1856	1856	15.0768	15.0768	33.4997
k105_44084 flag=0 multi=4.7055 len=1959	1959	19.5832	19.5832	102.503
k105_130197 flag=1 multi=4.0000 len=2969	2969	12.1383	12.1383	19.6245
k105_130201 flag=1 multi=4.0000 len=1957	1957	13.4798	13.4798	29.262
k105_44086 flag=0 multi=61.8692 len=5381	5381	255.352	255.352	11363.1
k105_44092 flag=0 multi=9.9351 len=4957	4957	29.5292	29.5292	54.82
k105_130218 flag=0 multi=3.9850 len=2104	2104	15.13	15.13	19.3821
k105_44093 flag=0 multi=54.7460 len=2231	2231	252.812	252.812	1213.19
k105_44097 flag=1 multi=3.0000 len=1584	1584	11.8278	11.8278	5.10848
k105_130224 flag=1 multi=2.9876 len=2197	2197	19.6698	19.6698	256.519
k105_44108 flag=1 multi=4.0000 len=1516	1516	23.3397	23.3397	67.058
k105_130233 flag=0 multi=4.9595 len=2079	2079	15.4069	15.4069	15.3266
k105_44109 flag=0 multi=9.6727 len=3991	3991	37.4832	37.4832	94.6007
k105_44117 flag=1 multi=4.0000 len=1865	1865	20.3137	20.3137	26.6529
k105_130236 flag=0 multi=8.8078 len=7306	7306	32.6645	32.6646	74.4734
k105_44127 flag=0 multi=4.9926 len=5499	5499	16.4519	16.4519	33.1397
k105_130239 flag=0 multi=4.9966 len=10584	10584	15.5173	15.5173	22.0184
k105_44130 flag=0 multi=8.0648 len=1786	1786	42.8564	42.8564	110.815
k105_130246 flag=0 multi=4.9901 len=4968	4968	15.4203	15.4203	19.5477
k105_44142 flag=1 multi=4.0000 len=2865	2865	13.7613	13.7613	36.9857
k105_130254 flag=0 multi=90.5736 len=2830	2830	286.137	286.137	10228
k105_44160 flag=1 multi=3.0000 len=1886	1886	11.4009	11.4009	12.8064
k105_44173 flag=1 multi=2.6066 len=1508	1508	13.8306	13.8306	8.63156
k105_44177 flag=1 multi=2.0000 len=1931	1931	17.484	17.484	35.7858
k105_130289 flag=1 multi=2.0000 len=1736	1736	11.6368	11.6368	10.6024
k105_130305 flag=1 multi=3.8456 len=1659	1659	22.839	22.839	76.707
k105_130308 flag=1 multi=1.9214 len=1873	1873	11.0041	11.0041	10.033
k105_130312 flag=0 multi=33.0000 len=9964	9964	99.7162	99.7162	155.094
k105_130316 flag=1 multi=3.0000 len=4298	4298	10.9441	10.9441	13.5711
k105_130325 flag=1 multi=3.0000 len=1586	1586	12.4227	12.4227	112.524
k105_44225 flag=1 multi=6.9725 len=16667	16667	23.9714	23.9714	41.7698
k105_130329 flag=1 multi=1.9270 len=1558	1558	10.5589	10.5589	12.4471
k105_44245 flag=0 multi=4.0000 len=2479	2479	28.8145	28.8145	40.1399
k105_130352 flag=0 multi=15.8792 len=3713	3713	73.5695	73.5695	310.246
k105_44255 flag=1 multi=2.9648 len=1640	1640	15.904	15.904	20.7961
k105_44256 flag=1 multi=5.0000 len=1879	1879	14.9589	14.9589	12.4076
k105_130365 flag=0 multi=11.3099 len=2693	2693	41.735	41.735	91.8701
k105_44266 flag=0 multi=5.5016 len=4230	4230	24.3542	24.3542	67.6532
k105_44268 flag=0 multi=8.0000 len=3104	3104	29.8554	29.8554	43.1466
k105_44269 flag=1 multi=2.3694 len=1965	1965	13.8716	13.8716	25.2421
k105_44275 flag=1 multi=2.6560 len=1858	1858	16.5966	16.5972	24.4025
k105_130400 flag=1 multi=4.0000 len=2204	2204	14.5881	14.5881	17.2848
k105_130403 flag=0 multi=7.9585 len=3477	3477	22.1464	22.1464	29.9168
k105_130404 flag=0 multi=6.8148 len=3950	3950	25.8032	25.8032	53.8649
k105_44305 flag=0 multi=4.9818 len=2302	2302	19.217	19.217	36.4637
k105_130408 flag=0 multi=19.0000 len=4306	4306	57.6343	57.6343	96.2423
k105_130416 flag=0 multi=8.9164 len=4029	4029	31.803	31.803	108.757
k105_44335 flag=0 multi=6.9662 len=2206	2206	20.5603	20.5603	43.21
k105_130429 flag=0 multi=4.9836 len=6684	6684	17.1263	17.1263	68.5541
k105_130435 flag=1 multi=5.0000 len=2493	2493	15.7832	15.7832	16.2483
k105_44348 flag=1 multi=6.0000 len=4496	4496	18.7338	18.7338	27.6293
k105_130444 flag=1 multi=5.8367 len=2555	2555	18.7879	18.7879	65.3177
k105_44356 flag=1 multi=3.0000 len=1586	1586	11.3948	11.3948	8.89695
k105_44359 flag=1 multi=3.0000 len=1667	1667	10.3896	10.3902	13.9281
k105_130459 flag=0 multi=4.4312 len=1661	1661	15.1443	15.1443	23.9633
k105_44379 flag=0 multi=12.0000 len=1798	1798	43.4387	43.4387	138.299
k105_130464 flag=1 multi=6.0000 len=17042	17042	17.3551	17.3551	22.4786
k105_130467 flag=1 multi=3.0000 len=1613	1613	13.1463	13.1463	16.0484
k105_130470 flag=0 multi=7.3295 len=6986	6986	34.1811	34.1811	69.6193
k105_44387 flag=0 multi=7.9955 len=21975	21975	22.0102	22.0102	36.9504
k105_44389 flag=1 multi=3.3985 len=4364	4364	12.8007	12.8007	11.5776
k105_130487 flag=0 multi=14.0000 len=3054	3054	45.0892	45.0892	93.3545
k105_130488 flag=0 multi=4.0000 len=3370	3370	15.2059	15.2059	13.7982
k105_130491 flag=0 multi=4.8013 len=1695	1695	15.3282	15.3282	10.5846
k105_44397 flag=0 multi=3.9656 len=5984	5984	23.0468	23.0468	55.1015
k105_130502 flag=0 multi=4.0000 len=2628	2628	20.0149	20.0149	52.9376
k105_130504 flag=1 multi=4.0000 len=6939	6939	16.0053	16.0053	18.1645
k105_44434 flag=0 multi=8.9899 len=16005	16005	27.0713	27.0713	34.0212
k105_130557 flag=1 multi=2.8844 len=1749	1749	10.344	10.344	10.1332
k105_44435 flag=1 multi=5.9955 len=22572	22572	18.1718	18.1718	26.4884
k105_130569 flag=0 multi=19.5958 len=11268	11268	73.6887	73.6887	166.927
k105_130570 flag=1 multi=3.0000 len=1548	1548	16.8476	16.8476	51.8216
k105_44437 flag=0 multi=5.9889 len=4599	4599	21.2126	21.2126	30.8423
k105_44446 flag=1 multi=4.0000 len=2689	2689	10.7168	10.7168	8.67423
k105_130588 flag=1 multi=3.7897 len=1703	1703	14.7495	14.7495	24.6235
k105_44453 flag=1 multi=3.0000 len=1508	1508	15.1937	15.1937	17.3619
k105_130607 flag=1 multi=3.0000 len=1620	1620	9.35646	9.35714	12.9594
k105_130609 flag=0 multi=57.9793 len=1551	1551	269.395	269.395	16055.5
k105_130613 flag=1 multi=7.0000 len=7821	7821	21.2468	21.2468	30.2899
k105_130622 flag=1 multi=2.0000 len=2906	2906	17.8737	17.8737	25.1847
k105_44471 flag=0 multi=8.0000 len=17464	17464	26.3933	26.3933	37.9843
k105_130632 flag=1 multi=3.7997 len=3275	3275	12.5507	12.5507	13.925
k105_44482 flag=1 multi=3.1273 len=2195	2195	11.8421	11.8421	12.6419
k105_130648 flag=1 multi=4.0000 len=3137	3137	13.1738	13.1738	20.3526
k105_44495 flag=0 multi=6.9881 len=5127	5127	26.3954	26.3954	72.3635
k105_44508 flag=1 multi=3.8912 len=2173	2173	26.1359	26.1359	89.4671
k105_130693 flag=1 multi=3.0000 len=1647	1647	11.9566	11.9566	13.2114
k105_44536 flag=1 multi=4.0000 len=4157	4157	13.3289	13.3289	19.099
k105_130706 flag=1 multi=5.0000 len=4050	4050	18.7562	18.7562	37.6356
k105_44545 flag=1 multi=1.8944 len=1525	1525	11.9011	11.9011	12.1765
k105_130711 flag=0 multi=5.0000 len=6446	6446	19.4082	19.4084	50.7352
k105_44554 flag=1 multi=3.7741 len=3951	3951	16.1505	16.1507	44.2705
k105_44559 flag=1 multi=3.0000 len=1576	1576	12.1592	12.1592	17.2189
k105_130736 flag=1 multi=2.8690 len=2257	2257	28.7252	28.7252	76.5725
k105_44569 flag=0 multi=10.9080 len=8797	8797	37.5614	37.5614	68.5708
k105_130749 flag=1 multi=3.0000 len=2354	2354	12.774	12.774	12.1079
k105_130750 flag=1 multi=4.0000 len=2108	2108	13.4035	13.4035	13.877
k105_44594 flag=1 multi=4.0000 len=3034	3034	14.3623	14.3623	15.4965
k105_44595 flag=0 multi=4.7371 len=1615	1615	38.5556	38.5563	718.006
k105_44608 flag=0 multi=2.1729 len=2043	2043	16.0475	16.0475	56.6194
k105_130801 flag=1 multi=5.0000 len=4255	4255	14.9703	14.9703	20.9003
k105_44626 flag=1 multi=4.0000 len=3951	3951	13.3394	13.3394	19.2473
k105_130819 flag=0 multi=74.2060 len=1969	1969	294.79	294.79	5656.33
k105_44632 flag=0 multi=4.0000 len=2301	2301	18.7397	18.7397	20.8597
k105_130825 flag=1 multi=4.0000 len=1631	1631	16.657	16.657	48.9526
k105_44642 flag=1 multi=5.1312 len=2758	2758	24.018	24.0184	60.5251
k105_130830 flag=0 multi=8.8630 len=4369	4369	29.2304	29.2304	41.5966
k105_44670 flag=1 multi=5.0000 len=1552	1552	19.0385	19.0385	21.753
k105_130846 flag=1 multi=4.9682 len=7030	7030	15.067	15.067	22.4156
k105_130861 flag=1 multi=2.8988 len=1686	1686	12.4766	12.4766	32.798
k105_44689 flag=1 multi=3.0000 len=1563	1563	14.046	14.046	19.1276
k105_44693 flag=1 multi=3.4980 len=2346	2346	11.3415	11.3415	17.0707
k105_130867 flag=1 multi=4.0000 len=3096	3096	13.5991	13.5991	12.9465
k105_130869 flag=1 multi=4.0000 len=2998	2998	14.605	14.605	19.658
k105_44699 flag=0 multi=2.7595 len=2658	2658	13.673	13.673	34.2369
k105_44709 flag=0 multi=5.5896 len=4684	4684	23.4058	23.4058	52.3802
k105_130894 flag=0 multi=4.9736 len=1622	1622	27.1033	27.1033	180.11
k105_130901 flag=0 multi=33.4514 len=2010	2010	103.459	103.459	598.72
k105_44725 flag=1 multi=2.9047 len=2958	2958	18.5862	18.5862	51.0682
k105_130903 flag=0 multi=19.1815 len=2403	2403	65.5198	65.5198	631.721
k105_130906 flag=0 multi=6.9844 len=3953	3953	18.3842	18.3842	43.1939
k105_44739 flag=0 multi=7.0000 len=4116	4116	28.6609	28.6609	36.0564
k105_130917 flag=0 multi=6.0000 len=2335	2335	23.6421	23.6421	21.6485
k105_44741 flag=1 multi=4.0000 len=1935	1935	13.4213	13.4213	20.6879
k105_130923 flag=1 multi=2.9057 len=2162	2162	15.8857	15.8857	27.7829
k105_44763 flag=0 multi=3.9575 len=6956	6956	12.7859	12.7859	19.1537
k105_130949 flag=0 multi=9.0000 len=2862	2862	31.1715	31.1715	69.1183
k105_44765 flag=0 multi=6.9867 len=4605	4605	22.6882	22.6882	36.7032
k105_130951 flag=0 multi=20.0849 len=2579	2579	63.3009	63.3009	160.665
k105_130958 flag=1 multi=3.0000 len=1534	1534	9.42702	9.42702	6.86811
k105_130965 flag=0 multi=6.5348 len=2665	2665	32.4668	32.4668	131.405
k105_44789 flag=1 multi=4.9365 len=4262	4262	14.1797	14.1797	35.1635
k105_130972 flag=1 multi=3.0000 len=1578	1578	11.9118	11.9118	10.3496
k105_130975 flag=1 multi=6.0000 len=2870	2870	15.0768	15.0768	19.0382
k105_130992 flag=1 multi=2.9142 len=2202	2202	17.5809	17.5809	45.3163
k105_44809 flag=1 multi=4.0000 len=7455	7455	12.7903	12.7903	21.7754
k105_44810 flag=1 multi=3.0000 len=2215	2215	7.96077	7.96077	6.5232
k105_44829 flag=0 multi=5.7680 len=2605	2605	23.6126	23.6126	23.5436
k105_44832 flag=0 multi=4.3446 len=2261	2261	26.379	26.379	67.0625
k105_131042 flag=0 multi=11.1667 len=5552	5552	38.1922	38.1922	98.0715
k105_44849 flag=0 multi=11.9552 len=5019	5019	38.7613	38.7616	49.6707
k105_131044 flag=0 multi=5.6655 len=1854	1854	24.7136	24.7136	33.905
k105_131048 flag=0 multi=5.9401 len=2191	2191	29.7702	29.7702	300.693
k105_131058 flag=1 multi=2.2220 len=1659	1659	15.1663	15.1663	43.7595
k105_131066 flag=1 multi=4.0000 len=2100	2100	12.4041	12.4041	16.9449
k105_131075 flag=0 multi=4.9885 len=3584	3584	15.4627	15.4627	22.4786
k105_131093 flag=0 multi=4.1659 len=1534	1534	19.5238	19.5238	59.1913
k105_44866 flag=0 multi=7.9867 len=30741	30741	24.288	24.288	39.4359
k105_44882 flag=1 multi=4.0000 len=1520	1520	13.7029	13.7029	12.507
k105_131116 flag=1 multi=6.0000 len=3160	3160	18.9203	18.9206	28.2407
k105_131121 flag=1 multi=3.0000 len=3329	3329	13.6996	13.6996	11.6312
k105_44897 flag=0 multi=12.4478 len=4082	4082	51.939	51.939	94.6197
k105_44901 flag=1 multi=3.0000 len=3615	3615	11.1126	11.1126	10.146
k105_131142 flag=1 multi=4.0000 len=2672	2672	12.7676	12.7676	12.5323
k105_44909 flag=1 multi=4.0000 len=1576	1576	16.6045	16.6045	20.1928
k105_131144 flag=1 multi=2.8362 len=2816	2816	11.8451	11.8455	10.6567
k105_131149 flag=0 multi=8.1597 len=2065	2065	41.6507	41.6507	569.312
k105_131152 flag=1 multi=5.4635 len=2476	2476	33.5886	33.5886	66.6464
k105_44924 flag=0 multi=9.1397 len=1709	1709	55.4702	55.4702	314.861
k105_131155 flag=1 multi=3.0000 len=1572	1572	8.70253	8.70253	9.18596
k105_44962 flag=1 multi=4.0000 len=1588	1588	11.5918	11.5918	10.7653
k105_131193 flag=1 multi=5.0000 len=8437	8437	14.1236	14.1236	16.7598
k105_44980 flag=0 multi=13.2778 len=1714	1714	70.383	70.3836	647.217
k105_131194 flag=1 multi=3.8984 len=2142	2142	14.3323	14.3323	17.9437
k105_44981 flag=1 multi=4.9251 len=2723	2723	16.047	16.047	16.2999
k105_44986 flag=0 multi=5.9759 len=2595	2595	17.0311	17.0311	19.0007
k105_131206 flag=1 multi=2.7822 len=1556	1556	10.7361	10.7361	14.9573
k105_44997 flag=1 multi=4.5419 len=2718	2718	17.3403	17.3403	68.2112
k105_45000 flag=1 multi=3.0000 len=1920	1920	9.18475	9.18531	13.1765
k105_131231 flag=1 multi=3.0000 len=1649	1649	11.6771	11.6771	21.3069
k105_131242 flag=1 multi=2.8051 len=1644	1644	18.5643	18.5643	62.7056
k105_131248 flag=0 multi=8.9567 len=1954	1954	27.709	27.709	36.2815
k105_131252 flag=0 multi=24.8703 len=1956	1956	85.6379	85.6379	6898.9
k105_45006 flag=0 multi=5.9974 len=19332	19332	17.673	17.673	24.8519
k105_131261 flag=1 multi=3.0000 len=1782	1782	8.8652	8.8652	4.56674
k105_131266 flag=0 multi=6.0000 len=1762	1762	16.2208	16.2208	16.5732
k105_45030 flag=0 multi=7.9867 len=5388	5388	25.4255	25.4255	54.1413
k105_131286 flag=0 multi=3.9587 len=6208	6208	26.5583	26.5583	88.883
k105_45037 flag=0 multi=8.0000 len=3612	3612	28.6514	28.6514	58.8238
k105_45045 flag=0 multi=7.9473 len=2859	2859	28.3821	28.3821	40.437
k105_131288 flag=0 multi=5.9958 len=11909	11909	17.8081	17.8081	29.0108
k105_45052 flag=1 multi=3.8802 len=1708	1708	11.8787	11.8787	9.29869
k105_131299 flag=1 multi=2.9598 len=1996	1996	14.8543	14.8543	21.317
k105_45061 flag=1 multi=4.0000 len=2470	2470	15.6707	15.6707	23.5898
k105_45064 flag=0 multi=3.0000 len=2243	2243	21.8524	21.8524	62.034
k105_45065 flag=1 multi=3.8549 len=1656	1656	11.2915	11.2915	16.5257
k105_45072 flag=1 multi=4.0000 len=1923	1923	15.2589	15.2589	19.8793
k105_131326 flag=0 multi=12.3352 len=3774	3774	45.2376	45.2376	130.99
k105_131329 flag=1 multi=2.9296 len=2889	2889	18.8295	18.8295	104.501
k105_45081 flag=0 multi=6.9830 len=12842	12842	26.0931	26.0931	54.908
k105_45083 flag=1 multi=1.8405 len=1616	1616	11.7954	11.7954	25.0243
k105_131345 flag=1 multi=5.0000 len=12202	12202	15.1252	15.1252	18.7312
k105_131350 flag=1 multi=3.0000 len=1568	1568	9.84838	9.84838	7.72787
k105_45099 flag=1 multi=2.0000 len=2276	2276	9.95249	9.95249	7.44855
k105_45104 flag=1 multi=4.0000 len=5252	5252	12.8953	12.8953	15.5412
k105_45106 flag=0 multi=7.9973 len=2712	2712	28.6846	28.6846	60.0933
k105_131374 flag=0 multi=3.6833 len=3550	3550	21.6721	21.6721	41.1588
k105_45107 flag=1 multi=2.9478 len=3326	3326	17.1307	17.131	26.4343
k105_45109 flag=0 multi=5.6177 len=6252	6252	19.0008	19.0008	52.5692
k105_45117 flag=0 multi=13.8626 len=2980	2980	74.177	74.177	335.96
k105_131402 flag=1 multi=3.0000 len=2101	2101	12.7924	12.7924	10.0507
k105_45131 flag=1 multi=3.0000 len=2388	2388	8.979	8.979	8.07147
k105_45137 flag=1 multi=2.9018 len=2000	2000	9.51081	9.51081	10.594
k105_45138 flag=0 multi=6.2582 len=1604	1604	74.63	74.63	3981.3
k105_131431 flag=1 multi=3.0000 len=2152	2152	8.43706	8.43706	7.82146
k105_45144 flag=0 multi=6.0979 len=6113	6113	25.5351	25.5351	97.2074
k105_45146 flag=1 multi=3.0000 len=1550	1550	11.585	11.585	19.1834
k105_131444 flag=0 multi=4.7770 len=1576	1576	23.7875	23.7875	53.1668
k105_45153 flag=1 multi=3.0000 len=1854	1854	9.16725	9.16784	7.92603
k105_131447 flag=1 multi=4.0000 len=2878	2878	13.3006	13.3006	19.8988
k105_45156 flag=1 multi=2.0000 len=1508	1508	9.87334	9.87334	7.8277
k105_131449 flag=1 multi=2.8767 len=1987	1987	10.6647	10.6647	12.0607
k105_131466 flag=0 multi=9.8218 len=3892	3892	34.5136	34.5136	77.6856
k105_45179 flag=1 multi=4.7619 len=2457	2457	21.2575	21.2579	109.606
k105_45188 flag=1 multi=3.8401 len=1625	1625	14.7186	14.7186	52.3011
k105_45198 flag=1 multi=4.0000 len=3684	3684	15.7165	15.7165	13.855
k105_45210 flag=0 multi=5.9285 len=1504	1504	18.9926	18.9926	44.2557
k105_131519 flag=1 multi=3.0000 len=1838	1838	11.2328	11.2328	8.33049
k105_131527 flag=1 multi=4.0000 len=1949	1949	13.4247	13.4247	12.3156
k105_45216 flag=1 multi=3.2921 len=2779	2779	12.5633	12.5633	11.5984
k105_45223 flag=0 multi=3.9871 len=2425	2425	19.2088	19.2088	48.443
k105_131550 flag=1 multi=3.0000 len=1555	1555	13.5246	13.5246	37.4732
k105_45231 flag=0 multi=14.0956 len=4058	4058	51.0266	51.0266	398.994
k105_131562 flag=1 multi=4.9896 len=3951	3951	18.6043	18.6043	40.1478
k105_45247 flag=0 multi=4.1021 len=1740	1740	20.9981	20.9981	24.4462
k105_45250 flag=1 multi=4.0000 len=2940	2940	11.3297	11.3297	9.55132
k105_131570 flag=1 multi=4.0000 len=2281	2281	12.7945	12.7945	15.2282
