#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k105_28481 flag=0 multi=6.0000 len=2563	22.6684	2563	0.0000	100.0000	2563	289	291	0.4480	21	8.94
k105_113816 flag=1 multi=3.8503 len=1969	11.5830	1969	0.0000	100.0000	1969	114	113	0.3490	11	5.87
k105_113819 flag=1 multi=2.0000 len=2680	11.4466	2680	0.0000	100.0000	2680	151	155	0.3931	11	4.52
k105_28492 flag=0 multi=6.9839 len=3826	23.1670	3826	0.0000	100.0000	3826	436	448	0.3306	23	6.76
k105_113841 flag=0 multi=6.9690 len=2043	26.9976	2043	0.0000	100.0000	2043	276	271	0.3404	27	7.31
k105_28517 flag=1 multi=5.0000 len=4454	19.1569	4454	0.0000	100.0000	4454	425	430	0.4630	17	10.82
k105_28522 flag=1 multi=2.9936 len=3207	39.0486	3207	0.0000	100.0000	3207	600	646	0.3589	36	15.94
k105_113859 flag=1 multi=4.0000 len=3186	20.2944	3186	0.0000	99.7175	3177	318	323	0.3642	20	8.38
k105_28535 flag=1 multi=3.0000 len=1805	15.2449	1805	0.0000	100.0000	1805	137	137	0.4292	16	4.62
k105_28544 flag=1 multi=3.9007 len=3218	15.9521	3218	0.0000	100.0000	3218	253	258	0.3831	16	5.02
k105_113894 flag=1 multi=3.0000 len=1815	15.2529	1815	0.0000	100.0000	1815	135	140	0.3670	15	4.58
k105_28551 flag=0 multi=9.9667 len=2805	42.6046	2805	0.0000	100.0000	2805	588	607	0.3343	42	8.53
k105_28553 flag=0 multi=3.9804 len=1633	19.2884	1633	0.0000	100.0000	1633	159	160	0.4550	19	4.26
k105_113910 flag=1 multi=2.9373 len=2913	10.2849	2913	0.0000	100.0000	2913	150	149	0.3702	10	3.17
k105_28602 flag=1 multi=4.0000 len=1845	9.7924	1845	0.0000	100.0000	1845	90	91	0.4773	10	4.23
k105_113940 flag=0 multi=3.9215 len=3621	25.4051	3621	0.0000	100.0000	3621	455	464	0.2864	25	6.59
k105_113952 flag=1 multi=2.8756 len=1842	181.6732	1842	0.0000	100.0000	1842	1533	1539	0.3572	17	560.64
k105_28612 flag=1 multi=2.2636 len=3049	15.1132	3049	0.0000	100.0000	3049	225	235	0.5501	15	4.41
k105_28639 flag=1 multi=4.0000 len=3838	14.7744	3838	0.0000	100.0000	3838	279	297	0.6323	15	4.63
k105_114001 flag=1 multi=4.0000 len=1629	14.5568	1629	0.0000	100.0000	1629	116	120	0.3634	15	5.71
k105_28649 flag=1 multi=2.9244 len=1771	9.1491	1771	0.0000	100.0000	1771	82	79	0.3940	9	3.37
k105_28656 flag=1 multi=5.0000 len=4092	12.2050	4092	0.0000	100.0000	4092	247	249	0.3297	12	4.20
k105_28665 flag=1 multi=3.4058 len=1734	32.1275	1734	0.0000	100.0000	1734	275	281	0.3534	31	12.03
k105_28666 flag=0 multi=3.8558 len=2075	15.6540	2075	0.0000	100.0000	2075	169	158	0.4274	15	5.59
k105_28671 flag=1 multi=2.0000 len=1566	9.3659	1566	0.0000	100.0000	1566	73	74	0.5221	10	3.50
k105_114032 flag=1 multi=3.6905 len=4913	18.5447	4913	0.0000	99.9593	4911	448	459	0.3668	19	5.95
k105_114033 flag=1 multi=4.0000 len=1660	11.5789	1660	0.0000	100.0000	1660	95	97	0.4203	11	3.48
k105_114035 flag=1 multi=2.6440 len=2411	15.8573	2411	0.0000	100.0000	2411	192	190	0.4321	14	5.65
k105_114036 flag=1 multi=3.0000 len=2379	10.8937	2379	0.0000	98.6549	2347	129	130	0.4124	11	3.80
k105_28710 flag=1 multi=3.0000 len=1936	9.2738	1936	0.0000	100.0000	1936	90	90	0.5415	8	3.73
k105_28715 flag=1 multi=2.8149 len=2850	19.5818	2850	0.0000	100.0000	2850	267	289	0.3902	20	6.70
k105_114063 flag=1 multi=4.0000 len=6474	10.1988	6474	0.0000	100.0000	6474	330	328	0.5273	10	3.51
k105_114077 flag=0 multi=9.3741 len=6034	32.7335	6034	0.0000	100.0000	6034	979	995	0.4750	33	8.40
k105_114079 flag=0 multi=5.0780 len=1695	33.4448	1695	0.0000	100.0000	1695	288	285	0.4634	30	12.71
k105_28727 flag=1 multi=3.9788 len=9442	19.5969	9442	0.0000	100.0000	9442	923	949	0.6291	19	6.59
k105_28732 flag=1 multi=3.0000 len=2755	20.4501	2755	0.0000	100.0000	2755	285	279	0.3484	20	5.32
k105_114089 flag=0 multi=7.0746 len=2705	31.1848	2705	0.0000	100.0000	2705	425	428	0.4892	31	15.27
k105_28737 flag=0 multi=4.0000 len=2220	102.3982	2220	0.0000	100.0000	2220	1048	1217	0.3384	108	35.84
k105_114093 flag=1 multi=1.9456 len=1870	23.8861	1870	0.0000	100.0000	1870	226	222	0.5174	23	7.94
k105_28747 flag=1 multi=2.3693 len=3097	12.8976	3097	0.0000	100.0000	3097	191	207	0.5719	12	4.66
k105_28754 flag=1 multi=6.6733 len=2070	33.1705	2070	0.0000	100.0000	2070	346	343	0.4073	33	16.54
k105_28764 flag=1 multi=1.9508 len=1831	17.8318	1831	0.0000	100.0000	1831	165	170	0.5826	17	4.84
k105_114124 flag=0 multi=6.9800 len=3111	32.0206	3111	0.0000	100.0000	3111	483	508	0.2825	32	10.63
k105_114129 flag=1 multi=2.9100 len=2326	9.8280	2326	0.0000	100.0000	2326	115	113	0.4203	10	3.20
k105_114137 flag=1 multi=4.0000 len=2522	12.2248	2522	0.0000	100.0000	2522	155	155	0.4426	11	4.77
k105_28784 flag=1 multi=4.0000 len=2034	14.2094	2034	0.0000	98.7709	2009	143	144	0.4324	15	5.71
k105_114145 flag=1 multi=4.0000 len=4200	13.0052	4200	0.0000	100.0000	4200	270	273	0.4529	13	4.55
k105_28807 flag=1 multi=3.0000 len=1574	23.7789	1574	0.0000	100.0000	1574	189	184	0.4721	24	7.58
k105_114162 flag=0 multi=4.6303 len=2518	23.1033	2518	0.0000	100.0000	2518	288	293	0.3859	25	7.75
k105_28815 flag=0 multi=5.0000 len=9460	17.3803	9460	0.0000	100.0000	9460	819	822	0.4476	18	4.96
k105_114178 flag=0 multi=5.0000 len=2091	17.3472	2091	0.0000	99.9044	2089	178	183	0.4559	18	5.56
k105_28819 flag=1 multi=2.0000 len=3070	9.7231	3070	0.0000	100.0000	3070	148	149	0.3971	10	3.42
k105_28824 flag=0 multi=6.8522 len=2676	28.0706	2676	0.0000	100.0000	2676	379	374	0.3782	29	8.45
k105_114200 flag=0 multi=4.9966 len=11885	16.4073	11885	0.0000	99.8654	11869	970	975	0.4565	16	4.96
k105_28845 flag=0 multi=25.2618 len=5789	93.8045	5789	0.0000	100.0000	5789	2696	2695	0.2840	95	18.34
k105_28846 flag=0 multi=6.4862 len=2639	41.6105	2639	0.0000	100.0000	2639	516	538	0.3584	31	23.39
k105_114221 flag=1 multi=3.0000 len=1955	11.6266	1955	0.0000	100.0000	1955	107	119	0.3727	10	5.07
k105_28860 flag=1 multi=3.0000 len=2854	15.9324	2854	0.0000	100.0000	2854	220	233	0.3543	15	6.31
k105_114229 flag=1 multi=3.8957 len=2148	60.1657	2148	0.0000	100.0000	2148	606	680	0.2672	60	20.87
k105_114235 flag=1 multi=2.0000 len=2143	18.0107	2143	0.0000	100.0000	2143	197	191	0.4736	14	14.27
k105_114239 flag=1 multi=4.0000 len=3274	10.6726	3274	0.0000	100.0000	3274	175	175	0.5175	11	3.12
k105_114243 flag=0 multi=7.6045 len=1708	30.1288	1708	0.0000	100.0000	1708	258	256	0.3268	30	12.58
k105_28890 flag=1 multi=3.0000 len=2579	11.2284	2579	0.0000	100.0000	2579	143	145	0.3722	11	4.32
k105_114252 flag=0 multi=6.9763 len=2632	86.4780	2632	0.0000	100.0000	2632	1039	1234	0.3446	79	32.44
k105_28895 flag=1 multi=2.9106 len=1783	17.4375	1783	0.0000	100.0000	1783	156	159	0.6167	19	5.84
k105_28896 flag=1 multi=3.4753 len=2842	25.7565	2842	0.0000	100.0000	2842	363	368	0.4239	26	6.99
k105_28899 flag=1 multi=3.0000 len=1673	9.1070	1673	0.0000	100.0000	1673	76	77	0.3753	8	4.92
k105_114262 flag=1 multi=3.0000 len=1831	11.9055	1831	0.0000	100.0000	1831	109	108	0.3944	12	4.27
k105_114266 flag=1 multi=2.8439 len=1655	100.8864	1655	0.0000	100.0000	1655	727	934	0.3453	97	35.93
k105_28904 flag=0 multi=4.9834 len=2516	18.5982	2516	0.0000	100.0000	2516	240	231	0.4550	17	7.30
k105_28907 flag=0 multi=3.9744 len=2450	18.4988	2450	0.0000	100.0000	2450	226	228	0.4504	18	6.71
k105_114301 flag=1 multi=4.0000 len=2918	18.9671	2918	0.0000	100.0000	2918	270	276	0.3626	18	6.35
k105_114303 flag=1 multi=5.1124 len=5284	33.0537	5284	0.0000	98.8645	5224	857	876	0.2926	33	12.10
k105_28955 flag=1 multi=2.8886 len=1900	19.9079	1900	0.0000	100.0000	1900	186	198	0.6424	20	6.10
k105_28965 flag=0 multi=1.9948 len=2032	33.0074	2032	0.0000	100.0000	2032	314	357	0.3088	33	9.94
k105_28966 flag=0 multi=2.9258 len=2611	18.2375	2611	0.0000	100.0000	2611	246	240	0.6218	17	5.76
k105_114356 flag=1 multi=4.0000 len=5493	12.0874	5493	0.0000	100.0000	5493	320	340	0.3383	12	5.26
k105_28995 flag=1 multi=2.8285 len=1761	7.6184	1761	0.0000	100.0000	1761	68	67	0.3717	7	2.38
k105_29003 flag=1 multi=4.0000 len=2647	13.3733	2647	0.0000	100.0000	2647	174	177	0.3700	13	5.79
k105_29006 flag=1 multi=2.0926 len=2912	12.1380	2912	0.0000	100.0000	2912	179	180	0.6373	11	4.65
k105_114394 flag=1 multi=3.8780 len=1999	54.2521	1999	0.0000	100.0000	1999	529	556	0.3666	51	25.97
k105_114403 flag=1 multi=4.0000 len=3383	14.6748	3383	0.0000	100.0000	3383	241	253	0.3481	14	7.72
k105_29015 flag=0 multi=7.6881 len=8272	43.3877	8272	0.0000	100.0000	8272	1770	1801	0.3468	43	9.18
k105_114405 flag=1 multi=3.0000 len=1965	17.3868	1965	0.0000	100.0000	1965	161	181	0.4996	14	9.62
k105_114406 flag=1 multi=1.9576 len=1707	17.6526	1707	0.0000	100.0000	1707	142	157	0.2928	18	4.65
k105_29017 flag=0 multi=3.2404 len=2746	26.9880	2746	0.0000	98.5069	2705	369	378	0.5010	27	8.40
k105_114411 flag=1 multi=2.7716 len=1988	20.8823	1988	0.0000	100.0000	1988	210	206	0.4478	21	5.75
k105_114419 flag=1 multi=2.9180 len=6126	14.9786	6126	0.0000	100.0000	6126	454	458	0.3795	14	4.90
k105_114422 flag=0 multi=5.6123 len=2189	31.8186	2189	0.0000	100.0000	2189	348	345	0.2967	31	7.92
k105_29032 flag=1 multi=3.9578 len=6434	10.4075	6434	0.0000	100.0000	6434	335	336	0.5383	11	3.44
k105_29039 flag=1 multi=4.0000 len=3100	40.9429	3100	0.0000	100.0000	3100	572	694	0.3455	31	29.68
k105_114436 flag=1 multi=2.5954 len=2342	19.7985	2342	0.0000	100.0000	2342	237	240	0.6683	20	6.95
k105_114441 flag=1 multi=1.9727 len=2415	14.7122	2415	0.0000	98.2609	2373	172	182	0.2770	15	4.92
k105_29059 flag=1 multi=3.0000 len=2569	8.9035	2569	0.0000	100.0000	2569	112	115	0.4303	9	3.91
k105_29060 flag=1 multi=4.0000 len=1722	13.6376	1722	0.0000	100.0000	1722	118	116	0.4665	14	3.46
k105_114466 flag=0 multi=9.0000 len=1792	35.8309	1792	0.0000	100.0000	1792	315	330	0.4770	32	13.31
k105_114472 flag=1 multi=3.8979 len=2308	15.7149	2308	0.0000	100.0000	2308	183	182	0.4531	16	4.40
k105_114480 flag=1 multi=2.8709 len=2041	20.8329	2041	0.0000	100.0000	2041	206	217	0.3055	20	6.13
k105_29080 flag=1 multi=4.0000 len=4873	10.8596	4873	0.0000	100.0000	4873	265	265	0.5196	11	2.75
k105_29099 flag=1 multi=3.0000 len=1654	10.4547	1654	0.0000	100.0000	1654	88	86	0.6205	11	2.51
k105_29104 flag=1 multi=1.9621 len=2296	8.3933	2296	0.0000	100.0000	2296	95	96	0.4263	9	2.61
k105_114508 flag=1 multi=3.0000 len=2600	12.4542	2600	0.0000	100.0000	2600	160	164	0.3887	12	4.11
k105_29107 flag=0 multi=8.0000 len=4254	41.4624	4254	0.0000	100.0000	4254	850	907	0.3321	39	21.17
k105_114515 flag=0 multi=4.0000 len=2038	14.2134	2038	0.0000	100.0000	2038	144	146	0.4369	14	6.39
k105_29124 flag=1 multi=4.0000 len=3826	9.3934	3826	0.0000	100.0000	3826	181	180	0.5886	9	3.84
k105_114537 flag=1 multi=4.0000 len=2788	16.9817	2788	0.0000	99.5337	2775	238	233	0.3265	17	5.28
k105_29129 flag=1 multi=3.0000 len=1685	9.5988	1685	0.0000	100.0000	1685	80	82	0.3933	10	3.78
k105_114549 flag=1 multi=2.1693 len=1576	10.4651	1576	0.0000	100.0000	1576	82	84	0.4324	10	3.79
k105_29134 flag=1 multi=2.0000 len=1961	9.8256	1961	0.0000	100.0000	1961	96	97	0.4147	10	3.21
k105_114560 flag=1 multi=3.0000 len=2599	15.1116	2599	0.0000	100.0000	2599	194	196	0.4259	14	5.01
k105_29142 flag=0 multi=6.3416 len=2456	38.2850	2456	0.0000	100.0000	2456	468	473	0.3064	38	7.00
k105_29148 flag=1 multi=4.0000 len=6099	17.3410	6099	0.0000	100.0000	6099	525	525	0.3832	17	6.26
k105_114579 flag=1 multi=2.9514 len=3728	19.4134	3728	0.0000	100.0000	3728	354	370	0.5962	19	7.85
k105_29163 flag=1 multi=2.0000 len=1550	9.7813	1550	0.0000	100.0000	1550	76	75	0.3900	10	3.69
k105_114605 flag=1 multi=3.0000 len=2118	7.7450	2118	0.0000	100.0000	2118	82	82	0.5560	7	2.64
k105_29178 flag=1 multi=2.0000 len=1689	9.0651	1689	0.0000	100.0000	1689	78	77	0.5144	8	4.42
k105_114611 flag=1 multi=2.7748 len=3542	12.0277	3542	0.0000	99.7459	3533	212	212	0.4461	11	4.61
k105_29199 flag=1 multi=3.0000 len=2906	16.5661	2906	0.0000	100.0000	2906	234	249	0.5595	16	5.99
k105_114643 flag=0 multi=10.4454 len=3702	67.6202	3702	0.0000	100.0000	3702	1249	1238	0.4982	52	41.63
k105_114646 flag=0 multi=16.7182 len=4587	83.6159	4587	0.0000	100.0000	4587	1901	1913	0.3171	82	17.45
k105_29225 flag=1 multi=2.0000 len=1548	8.3863	1548	0.0000	100.0000	1548	66	64	0.4095	8	3.12
k105_29244 flag=0 multi=2.6601 len=1782	36.2811	1782	0.0000	100.0000	1782	303	343	0.2910	37	14.09
k105_29248 flag=0 multi=22.1859 len=2310	119.2355	2310	0.0000	100.0000	2310	1386	1371	0.3625	119	19.28
k105_29274 flag=0 multi=6.9858 len=4335	36.8042	4335	0.0000	100.0000	4335	784	805	0.3124	35	10.03
k105_114747 flag=1 multi=4.0000 len=1732	10.0745	1732	0.0000	100.0000	1732	87	88	0.5041	10	3.44
k105_114751 flag=0 multi=3.7025 len=1510	19.7430	1510	0.0000	100.0000	1510	150	147	0.3839	21	7.88
k105_29297 flag=1 multi=3.0000 len=1830	26.0022	1830	0.0000	100.0000	1830	229	245	0.3048	24	11.36
k105_114757 flag=0 multi=6.9825 len=3531	24.2373	3531	0.0000	99.9717	3530	427	423	0.3160	24	7.58
k105_114763 flag=0 multi=10.1867 len=1519	24.7623	1519	0.0000	100.0000	1519	184	194	0.3556	25	7.74
k105_114764 flag=1 multi=2.8074 len=2800	13.7754	2800	0.0000	99.3214	2781	191	195	0.4467	13	4.80
k105_114765 flag=0 multi=3.9597 len=1519	12.8841	1519	0.0000	100.0000	1519	93	102	0.3756	12	4.35
k105_114775 flag=1 multi=4.0000 len=2425	9.9827	2425	0.0000	100.0000	2425	118	122	0.3568	10	4.44
k105_114782 flag=1 multi=1.9630 len=2486	13.7611	2486	0.0000	100.0000	2486	171	172	0.4851	14	3.32
k105_29346 flag=1 multi=2.9887 len=3479	18.0336	3479	0.0000	100.0000	3479	316	317	0.5801	18	5.15
k105_29354 flag=0 multi=4.9835 len=2526	18.8488	2526	0.0000	100.0000	2526	239	240	0.4470	18	5.21
k105_29358 flag=1 multi=4.0000 len=2156	13.1577	2156	0.0000	100.0000	2156	140	142	0.3836	13	4.11
k105_114827 flag=1 multi=2.8980 len=4597	15.8764	4597	0.0000	100.0000	4597	362	368	0.4548	16	4.33
k105_114832 flag=1 multi=2.9448 len=1771	25.9831	1771	0.0000	100.0000	1771	214	244	0.3763	19	19.02
k105_29382 flag=1 multi=4.0000 len=1685	11.4546	1685	0.0000	99.3472	1674	96	96	0.3643	12	4.40
k105_114847 flag=0 multi=6.0249 len=2232	23.4489	2232	0.0000	100.0000	2232	264	259	0.3121	23	7.99
k105_29391 flag=1 multi=1.9486 len=1740	15.1580	1740	0.0000	100.0000	1740	131	134	0.5537	14	4.39
k105_114868 flag=1 multi=3.0000 len=1559	11.0301	1559	0.0000	100.0000	1559	83	89	0.3767	10	4.63
k105_29411 flag=1 multi=5.0000 len=5136	15.4529	5136	0.0000	100.0000	5136	394	395	0.4585	15	5.60
k105_29412 flag=1 multi=3.0000 len=1786	13.0582	1786	0.0000	100.0000	1786	116	120	0.6337	12	6.92
k105_114884 flag=1 multi=2.8222 len=2017	16.5791	2017	0.0000	100.0000	2017	168	168	0.5647	17	5.12
k105_114925 flag=1 multi=3.8933 len=2213	48.8256	2213	0.0000	100.0000	2213	494	580	0.4007	21	49.01
k105_114929 flag=0 multi=4.9845 len=2688	22.9167	2688	0.0000	100.0000	2688	304	309	0.3660	23	6.80
k105_29475 flag=0 multi=2.9645 len=2300	20.3657	2300	0.0000	100.0000	2300	225	242	0.3333	21	7.23
k105_114939 flag=0 multi=4.5899 len=5591	20.3146	5591	0.0000	100.0000	5591	572	571	0.6280	20	5.66
k105_114941 flag=1 multi=3.0000 len=1832	11.5901	1832	0.0000	100.0000	1832	105	108	0.4123	11	3.08
k105_29490 flag=1 multi=2.0000 len=1664	10.8167	1664	0.0000	100.0000	1664	91	90	0.3745	11	2.52
k105_114955 flag=0 multi=5.0000 len=1508	28.6233	1508	0.0000	100.0000	1508	217	216	0.3638	31	8.29
k105_29495 flag=1 multi=2.9230 len=2130	6.8136	2130	0.0000	100.0000	2130	74	74	0.5444	7	2.08
k105_114965 flag=0 multi=20.4847 len=1508	110.9403	1508	0.0000	100.0000	1508	836	847	0.3475	110	18.50
k105_29513 flag=1 multi=2.8394 len=2209	11.8248	2209	0.0000	100.0000	2209	126	134	0.4848	13	3.32
k105_29517 flag=0 multi=4.0000 len=2040	46.4833	2040	0.0000	100.0000	2040	459	486	0.3037	47	20.05
k105_114996 flag=1 multi=4.0000 len=4161	15.5100	4161	0.0000	100.0000	4161	320	331	0.6036	15	4.59
k105_29531 flag=1 multi=2.8803 len=1826	12.3346	1826	0.0000	100.0000	1826	112	114	0.5438	13	3.93
k105_115019 flag=1 multi=2.0000 len=2038	20.1423	2038	0.0000	100.0000	2038	201	213	0.5511	21	6.66
k105_29551 flag=1 multi=3.0000 len=1703	10.9090	1703	0.0000	100.0000	1703	93	92	0.3482	10	5.25
k105_29560 flag=0 multi=4.0000 len=1971	12.2202	1971	0.0000	100.0000	1971	121	120	0.4025	12	4.19
k105_115049 flag=1 multi=3.0000 len=2685	13.6987	2685	0.0000	100.0000	2685	174	194	0.4745	12	6.54
k105_29568 flag=1 multi=1.7056 len=2476	21.4980	2476	0.0000	100.0000	2476	258	278	0.5805	20	8.34
k105_115082 flag=1 multi=4.9041 len=1982	59.4672	1982	0.0000	100.0000	1982	555	629	0.3118	59	28.38
k105_29589 flag=0 multi=4.9831 len=2469	14.7072	2469	0.0000	100.0000	2469	182	178	0.3096	14	6.09
k105_29590 flag=0 multi=2.9440 len=2854	15.2586	2854	0.0000	100.0000	2854	215	220	0.4110	16	4.69
k105_115103 flag=1 multi=1.9313 len=2711	9.8890	2711	0.0000	100.0000	2711	134	134	0.4098	9	2.80
k105_115104 flag=0 multi=1.9827 len=1667	18.6551	1667	0.0000	100.0000	1667	158	153	0.4243	18	4.30
k105_29612 flag=0 multi=10.9840 len=12624	35.4761	12624	0.0000	100.0000	12624	2200	2257	0.3346	33	13.54
k105_29613 flag=1 multi=2.8372 len=1690	55.2941	1690	0.0000	100.0000	1690	442	470	0.3539	50	29.11
k105_115122 flag=1 multi=3.0000 len=2813	10.8077	2813	0.0000	100.0000	2813	152	152	0.5366	11	3.77
k105_29620 flag=1 multi=2.9059 len=2763	12.5078	2763	0.0000	100.0000	2763	168	175	0.3234	12	4.27
k105_29633 flag=1 multi=1.9791 len=1827	8.3213	1827	0.0000	100.0000	1827	76	76	0.5420	9	3.23
k105_115142 flag=0 multi=3.9928 len=4258	14.2905	4258	0.0000	100.0000	4258	309	300	0.4285	14	4.65
k105_29651 flag=1 multi=3.9315 len=2033	14.4766	2033	0.0000	100.0000	2033	137	157	0.3636	13	5.26
k105_115167 flag=1 multi=3.0000 len=2077	11.7930	2077	0.0000	100.0000	2077	118	126	0.3881	12	4.15
k105_29664 flag=1 multi=2.9637 len=2695	10.6787	2695	0.0000	98.7755	2662	145	144	0.4212	11	3.35
k105_115173 flag=1 multi=3.5864 len=5378	29.7388	5378	0.0000	100.0000	5378	774	808	0.3378	29	6.42
k105_115186 flag=1 multi=4.0000 len=2059	10.3409	2059	0.0000	100.0000	2059	102	105	0.4027	10	3.74
k105_115197 flag=1 multi=4.0000 len=2499	18.2353	2499	0.0000	100.0000	2499	231	235	0.6530	18	6.96
k105_115198 flag=1 multi=1.9625 len=2240	11.1763	2240	0.0000	100.0000	2240	123	129	0.5408	11	3.85
k105_29694 flag=0 multi=4.6145 len=7737	23.7995	7737	0.0000	99.8578	7726	871	957	0.3230	18	17.36
k105_115215 flag=0 multi=3.9467 len=2752	29.8616	2752	0.0000	100.0000	2752	396	423	0.3350	29	7.78
k105_29698 flag=1 multi=2.9027 len=1811	16.4031	1811	0.0000	100.0000	1811	143	155	0.3585	16	5.48
k105_115218 flag=1 multi=2.0000 len=2328	8.5992	2328	0.0000	100.0000	2328	102	102	0.5332	9	2.83
k105_29700 flag=1 multi=2.9097 len=2208	16.5919	2208	0.0000	100.0000	2208	170	195	0.3565	16	7.62
k105_29705 flag=1 multi=1.9591 len=2013	7.1927	2013	0.0000	100.0000	2013	71	74	0.5376	7	2.41
k105_29717 flag=1 multi=4.1281 len=2368	17.4924	2368	0.0000	100.0000	2368	206	206	0.4483	18	7.51
k105_115243 flag=1 multi=3.9062 len=2568	21.9517	2568	0.0000	100.0000	2568	282	284	0.4935	21	7.39
k105_29719 flag=1 multi=2.9448 len=2894	10.8597	2894	0.0000	99.7581	2887	157	156	0.3661	11	3.69
k105_29726 flag=1 multi=1.9637 len=2199	19.9304	2199	0.0000	100.0000	2199	210	228	0.3699	21	6.32
k105_115259 flag=1 multi=3.0000 len=1646	13.0535	1646	0.0000	100.0000	1646	106	110	0.4385	12	6.13
k105_29729 flag=1 multi=3.0000 len=1686	8.8630	1686	0.0000	100.0000	1686	74	75	0.3252	9	3.04
k105_29730 flag=0 multi=7.2273 len=2314	33.9646	2314	0.0000	99.6975	2307	390	392	0.3403	35	9.99
k105_115266 flag=1 multi=3.0000 len=2173	6.8670	2173	0.0000	100.0000	2173	75	75	0.4708	7	2.31
k105_29735 flag=0 multi=6.0000 len=1610	36.4317	1610	0.0000	100.0000	1610	293	295	0.2975	37	12.66
k105_29738 flag=1 multi=1.9119 len=1899	44.4750	1899	0.0000	100.0000	1899	392	449	0.3354	47	15.25
k105_115286 flag=0 multi=2.9893 len=1978	21.9014	1978	0.0000	100.0000	1978	216	217	0.4206	17	12.82
k105_115287 flag=0 multi=6.0000 len=1696	34.0519	1696	0.0000	100.0000	1696	284	292	0.3498	30	14.82
k105_29746 flag=0 multi=8.8080 len=4021	44.3693	4021	0.0000	100.0000	4021	872	910	0.3203	44	10.65
k105_115295 flag=1 multi=2.0000 len=1561	18.4856	1561	0.0000	100.0000	1561	134	154	0.3125	15	13.07
k105_115296 flag=1 multi=3.0000 len=3209	19.5877	3209	0.0000	99.8442	3204	303	330	0.5609	18	9.56
k105_115319 flag=1 multi=3.0000 len=2147	11.7690	2147	0.0000	98.6027	2117	126	126	0.3817	11	3.95
k105_29782 flag=0 multi=10.0000 len=4605	28.1340	4605	0.0000	100.0000	4605	644	651	0.4461	27	6.89
k105_115329 flag=1 multi=3.0000 len=1693	11.1004	1693	0.0000	100.0000	1693	89	98	0.3093	11	4.44
k105_29824 flag=1 multi=3.0000 len=3387	12.6115	3387	0.0000	100.0000	3387	201	225	0.3892	12	3.74
k105_115363 flag=1 multi=5.6686 len=10186	18.8727	10186	0.0000	100.0000	10186	952	968	0.4674	18	6.05
k105_115366 flag=1 multi=3.0000 len=2086	11.8193	2086	0.0000	100.0000	2086	126	124	0.6538	12	3.65
k105_115369 flag=1 multi=4.0000 len=3146	14.9580	3146	0.0000	100.0000	3146	230	245	0.6477	15	5.99
k105_29838 flag=1 multi=4.0000 len=5801	15.0279	5801	0.0000	100.0000	5801	436	433	0.4390	15	4.91
k105_115380 flag=1 multi=4.0000 len=1550	13.9677	1550	0.0000	100.0000	1550	108	108	0.4117	14	4.37
k105_115386 flag=1 multi=2.8614 len=1591	14.8064	1591	0.0000	99.9371	1590	121	115	0.6196	14	7.67
k105_115388 flag=1 multi=3.1867 len=3329	16.0249	3329	0.0000	100.0000	3329	260	272	0.3990	16	6.79
k105_115395 flag=1 multi=5.6453 len=1740	22.0247	1740	0.0000	98.9655	1722	191	190	0.3256	23	9.33
k105_29860 flag=1 multi=5.0000 len=6803	15.3182	6803	0.0000	100.0000	6803	515	523	0.4493	16	4.86
k105_115397 flag=1 multi=3.0000 len=2494	11.0990	2494	0.0000	100.0000	2494	139	140	0.5954	11	3.94
k105_29862 flag=1 multi=2.4205 len=2243	7.3170	2243	0.0000	100.0000	2243	82	82	0.4629	7	2.50
k105_115405 flag=1 multi=2.9121 len=2016	19.9732	2016	0.0000	100.0000	2016	199	205	0.2961	19	6.28
k105_29873 flag=1 multi=1.9426 len=1655	8.3728	1655	0.0000	100.0000	1655	72	67	0.3935	9	3.60
k105_115414 flag=0 multi=3.0000 len=1560	70.8513	1560	0.0000	100.0000	1560	528	573	0.2826	71	24.24
k105_29876 flag=1 multi=3.0000 len=2714	10.2454	2714	0.0000	100.0000	2714	134	144	0.4626	10	3.86
k105_29885 flag=1 multi=3.0000 len=1651	8.5342	1651	0.0000	100.0000	1651	72	69	0.4250	9	2.75
k105_115439 flag=1 multi=4.0000 len=3739	9.4472	3739	0.0000	100.0000	3739	177	175	0.4331	9	3.94
k105_115443 flag=1 multi=2.0000 len=1675	8.7970	1675	0.0000	100.0000	1675	75	76	0.5030	9	3.00
k105_29896 flag=1 multi=2.8803 len=2244	15.6114	2244	0.0000	100.0000	2244	172	181	0.5556	15	3.98
k105_115450 flag=1 multi=3.0000 len=2087	12.9286	2087	0.0000	100.0000	2087	134	135	0.3772	13	4.08
k105_29902 flag=1 multi=4.0000 len=3142	18.9882	3142	0.0000	100.0000	3142	295	299	0.2877	19	5.68
k105_115470 flag=1 multi=4.0000 len=3032	25.8156	3032	0.0000	100.0000	3032	390	395	0.4570	25	7.91
k105_29922 flag=0 multi=11.9261 len=1594	41.1110	1594	0.0000	100.0000	1594	325	326	0.3673	41	12.79
k105_115496 flag=0 multi=9.6781 len=1820	38.0423	1820	0.0000	99.9451	1819	344	348	0.4417	41	10.97
k105_29936 flag=0 multi=7.8435 len=5313	34.0932	5313	0.0000	100.0000	5313	892	916	0.4833	30	15.15
