#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k105_36646 flag=1 multi=3.0000 len=1631	7.8921	1631	0.0000	100.0000	1631	64	65	0.6846	8	2.33
k105_122152 flag=1 multi=1.9797 len=2128	24.7035	2128	0.0000	100.0000	2128	251	275	0.5875	27	7.60
k105_122154 flag=1 multi=43.8126 len=3248	242.7897	3248	0.0000	100.0000	3248	3932	3907	0.3851	252	47.57
k105_36657 flag=1 multi=3.0000 len=1974	21.9787	1974	0.0000	100.0000	1974	214	221	0.3559	22	5.75
k105_122158 flag=0 multi=52.7478 len=2167	292.3964	2167	0.0000	100.0000	2167	3325	3080	0.3333	266	110.34
k105_36659 flag=1 multi=4.0000 len=2603	12.0761	2603	0.0000	100.0000	2603	159	158	0.5972	12	3.72
k105_122159 flag=0 multi=4.3686 len=4970	34.0801	4970	0.0000	100.0000	4970	850	844	0.4420	33	8.37
k105_36681 flag=1 multi=4.0000 len=4414	11.9087	4414	0.0000	100.0000	4414	261	265	0.5158	12	4.61
k105_122172 flag=1 multi=4.8749 len=2536	16.8450	2536	0.0000	100.0000	2536	190	187	0.3680	17	4.85
k105_36690 flag=1 multi=4.9823 len=3495	33.5342	3495	0.0000	100.0000	3495	591	590	0.6151	25	20.70
k105_122183 flag=1 multi=3.0000 len=2584	12.4373	2584	0.0000	100.0000	2584	159	164	0.4468	12	3.61
k105_36691 flag=1 multi=3.9430 len=5316	14.0510	5316	0.0000	100.0000	5316	371	375	0.4858	13	5.49
k105_36692 flag=1 multi=3.0000 len=2662	10.5905	2662	0.0000	100.0000	2662	140	142	0.5492	10	3.37
k105_36693 flag=0 multi=27.1956 len=3525	80.9504	3525	0.0000	100.0000	3525	1419	1424	0.3327	81	14.90
k105_36695 flag=0 multi=34.8011 len=3524	107.3743	3524	0.0000	100.0000	3524	1871	1897	0.3305	104	28.84
k105_122207 flag=1 multi=4.0000 len=4551	15.6535	4551	0.0000	100.0000	4551	347	362	0.2869	14	7.19
k105_36696 flag=0 multi=3.9874 len=2492	22.4526	2492	0.0000	99.7191	2485	273	289	0.6099	19	12.65
k105_122209 flag=1 multi=3.9105 len=3087	31.4717	3087	0.0000	100.0000	3087	466	502	0.3507	30	11.57
k105_122220 flag=1 multi=4.0000 len=2227	26.0840	2227	0.0000	100.0000	2227	285	294	0.2926	26	7.01
k105_36706 flag=0 multi=3.0000 len=7147	19.3478	7147	0.0000	100.0000	7147	689	686	0.3225	20	5.46
k105_122226 flag=1 multi=5.0000 len=2256	24.6543	2256	0.0000	100.0000	2256	280	274	0.3235	24	6.70
k105_36715 flag=1 multi=3.9163 len=1503	21.7112	1503	0.0000	100.0000	1503	163	165	0.3109	22	4.51
k105_36717 flag=1 multi=3.0000 len=2436	12.0168	2436	0.0000	100.0000	2436	144	153	0.6434	11	4.87
k105_122228 flag=0 multi=17.4419 len=5869	89.1152	5869	0.0000	100.0000	5869	2600	2623	0.4081	76	34.46
k105_36721 flag=1 multi=2.9576 len=3694	9.5574	3694	0.0000	100.0000	3694	179	178	0.6392	9	3.04
k105_122237 flag=0 multi=4.9722 len=1544	17.6619	1544	0.0000	99.6762	1539	137	134	0.2976	16	7.51
k105_36722 flag=1 multi=4.0000 len=3346	12.3434	3346	0.0000	100.0000	3346	206	207	0.5661	12	4.57
k105_122257 flag=0 multi=9.9652 len=5273	28.5968	5273	0.0000	100.0000	5273	753	758	0.5611	28	8.87
k105_122258 flag=0 multi=8.9750 len=6503	27.0864	6503	0.0000	100.0000	6503	889	879	0.5163	27	6.79
k105_36750 flag=1 multi=3.9559 len=5409	28.5879	5409	0.0000	100.0000	5409	760	799	0.5875	29	7.47
k105_122259 flag=0 multi=8.4025 len=1541	161.5256	1541	0.0000	100.0000	1541	1251	1223	0.3648	148	101.72
k105_36754 flag=1 multi=4.0000 len=2638	15.9435	2638	0.0000	100.0000	2638	211	208	0.3616	16	5.43
k105_122277 flag=0 multi=7.8554 len=2782	30.7886	2782	0.0000	100.0000	2782	414	449	0.4561	30	12.27
k105_122280 flag=0 multi=5.1851 len=2136	17.6461	2136	0.0000	100.0000	2136	181	195	0.4629	18	5.63
k105_36776 flag=1 multi=3.6342 len=4435	16.0706	4435	0.0000	100.0000	4435	345	380	0.6400	16	5.55
k105_122306 flag=0 multi=6.0000 len=3061	26.2934	3061	0.0000	100.0000	3061	389	417	0.3324	25	13.91
k105_36783 flag=1 multi=5.0000 len=9258	15.5223	9258	0.0000	100.0000	9258	715	719	0.5041	15	4.72
k105_122320 flag=1 multi=3.9119 len=2113	11.9962	2113	0.0000	100.0000	2113	128	128	0.4751	12	3.31
k105_36797 flag=1 multi=4.0000 len=3704	14.7311	3704	0.0000	100.0000	3704	274	283	0.6181	15	4.44
k105_122323 flag=1 multi=3.0000 len=1606	10.7802	1606	0.0000	100.0000	1606	87	87	0.4205	11	3.34
k105_36803 flag=1 multi=3.9611 len=1956	28.6513	1956	0.0000	98.6708	1930	283	289	0.6580	29	12.79
k105_122331 flag=0 multi=3.0000 len=1828	58.1690	1828	0.0000	100.0000	1828	542	517	0.3280	21	85.98
k105_122334 flag=1 multi=7.0000 len=3373	34.9119	3373	0.0000	100.0000	3373	585	586	0.3116	36	10.10
k105_36813 flag=1 multi=4.0000 len=2600	14.1912	2600	0.0000	100.0000	2600	182	188	0.5781	14	4.90
k105_122346 flag=1 multi=4.0000 len=2113	15.0549	2113	0.0000	100.0000	2113	159	158	0.3028	15	4.84
k105_122348 flag=0 multi=5.7165 len=2204	26.4760	2204	0.0000	100.0000	2204	289	296	0.3205	21	16.02
k105_122349 flag=0 multi=3.0092 len=3053	85.2466	3053	0.0000	100.0000	3053	1265	1332	0.3189	91	23.97
k105_122356 flag=1 multi=3.0000 len=1514	10.5641	1514	0.0000	100.0000	1514	78	81	0.2922	11	3.24
k105_122366 flag=0 multi=9.1577 len=1690	72.8396	1690	0.0000	100.0000	1690	640	582	0.3614	67	31.47
k105_36856 flag=0 multi=5.3949 len=1599	26.3283	1599	0.0000	100.0000	1599	217	208	0.6072	27	9.92
k105_36863 flag=1 multi=5.9153 len=1710	26.5427	1710	0.0000	100.0000	1710	229	239	0.6992	25	11.47
k105_122378 flag=1 multi=3.0000 len=2869	47.7647	2869	0.0000	100.0000	2869	647	719	0.2936	47	16.97
k105_36871 flag=0 multi=57.0000 len=1903	100.4409	1903	0.0000	100.0000	1903	940	967	0.3470	102	21.57
k105_122389 flag=0 multi=3.9823 len=1803	26.5358	1803	0.0000	100.0000	1803	235	241	0.3120	27	8.62
k105_122390 flag=0 multi=5.0747 len=2527	44.5061	2527	0.0000	100.0000	2527	550	576	0.3377	29	31.34
k105_36890 flag=1 multi=4.0000 len=2595	11.2647	2595	0.0000	100.0000	2595	146	149	0.6045	10	4.42
k105_122414 flag=1 multi=3.0000 len=1570	10.7446	1570	0.0000	100.0000	1570	85	84	0.4570	11	3.62
k105_36900 flag=1 multi=4.0000 len=4045	12.8873	4045	0.0000	100.0000	4045	262	261	0.5758	13	4.72
k105_122421 flag=0 multi=5.5294 len=1975	48.9701	1975	0.0000	100.0000	1975	474	493	0.2884	50	12.40
k105_36907 flag=0 multi=3.9862 len=2941	24.2326	2941	0.0000	100.0000	2941	361	390	0.7013	23	7.96
k105_36925 flag=1 multi=6.0000 len=1639	21.7126	1639	0.0000	100.0000	1639	169	179	0.4872	22	6.72
k105_122426 flag=0 multi=4.9964 len=11141	33.6936	11141	0.0000	100.0000	11141	1849	1883	0.3708	34	7.15
k105_36927 flag=1 multi=3.0000 len=2779	36.3926	2779	0.0000	100.0000	2779	508	506	0.4917	36	7.35
k105_36934 flag=0 multi=7.1666 len=2986	34.0462	2986	0.0000	100.0000	2986	505	512	0.4138	36	9.19
k105_122442 flag=1 multi=3.9882 len=2395	27.4480	2395	0.0000	100.0000	2395	332	325	0.3150	28	8.92
k105_122443 flag=1 multi=3.0000 len=1863	12.6108	1863	0.0000	100.0000	1863	119	116	0.5835	12	3.93
k105_36939 flag=0 multi=10.5924 len=3758	78.2858	3758	0.0000	100.0000	3758	1487	1487	0.6233	80	15.90
k105_36943 flag=0 multi=4.0000 len=4682	27.0199	4682	0.0000	100.0000	4682	650	635	0.6529	25	11.72
k105_122452 flag=0 multi=82.5864 len=7922	308.1323	7922	0.0000	100.0000	7922	12226	12018	0.3275	302	64.48
k105_122466 flag=1 multi=2.4820 len=1856	81.0841	1856	0.0000	100.0000	1856	651	847	0.2862	29	114.78
k105_36963 flag=1 multi=4.0000 len=4093	15.8070	4093	0.0000	100.0000	4093	318	334	0.6457	15	5.93
k105_122469 flag=1 multi=3.0000 len=2420	34.0690	2420	0.0000	100.0000	2420	390	430	0.3442	31	15.42
k105_122471 flag=1 multi=2.7683 len=1555	35.5884	1555	0.0000	100.0000	1555	265	286	0.3139	33	14.38
k105_122475 flag=0 multi=4.0675 len=1512	81.3545	1512	0.0000	100.0000	1512	615	609	0.3496	63	62.34
k105_122477 flag=1 multi=3.8709 len=6257	12.7131	6257	0.0000	100.0000	6257	396	406	0.5775	13	3.65
k105_122478 flag=0 multi=6.9713 len=2615	32.7231	2615	0.0000	100.0000	2615	428	436	0.6016	34	9.17
k105_36997 flag=1 multi=3.0000 len=2076	8.1585	2076	0.0000	100.0000	2076	85	84	0.4025	8	2.70
k105_36998 flag=1 multi=2.8456 len=1750	28.8589	1750	0.0000	100.0000	1750	253	251	0.3534	28	8.43
k105_122486 flag=1 multi=4.0000 len=2054	31.0988	2054	0.0000	99.7079	2048	318	323	0.4154	33	10.49
k105_122494 flag=0 multi=48.2765 len=3490	379.0275	3490	0.0000	100.0000	3490	6519	6669	0.3675	295	221.91
k105_122496 flag=1 multi=4.0000 len=2780	13.2086	2780	0.0000	100.0000	2780	182	186	0.4293	13	4.21
k105_37047 flag=1 multi=3.7442 len=2232	29.9117	2232	0.0000	100.0000	2232	339	322	0.5484	25	20.22
k105_122532 flag=1 multi=4.0000 len=2486	28.0447	2486	0.0000	100.0000	2486	342	352	0.3607	24	18.17
k105_122539 flag=0 multi=15.7364 len=2571	88.5943	2571	0.0000	99.9611	2570	1121	1142	0.3575	42	86.07
k105_122540 flag=0 multi=86.5576 len=2049	274.9039	2049	0.0000	100.0000	2049	2803	2801	0.3336	284	55.44
k105_37065 flag=0 multi=64.1474 len=5030	242.0660	5030	0.0000	100.0000	5030	6033	6080	0.3572	228	70.18
k105_37068 flag=1 multi=4.8804 len=1744	36.3882	1744	0.0000	100.0000	1744	322	322	0.5225	36	6.99
k105_122546 flag=1 multi=6.9266 len=1821	74.5755	1821	0.0000	100.0000	1821	648	711	0.3658	41	92.67
k105_122556 flag=0 multi=3.1021 len=2886	39.9997	2886	0.0000	100.0000	2886	560	595	0.3168	42	15.65
k105_122560 flag=1 multi=9.0000 len=2187	34.8583	2187	0.0000	100.0000	2187	386	376	0.4459	38	12.82
k105_122561 flag=1 multi=4.0000 len=5866	14.8334	5866	0.0000	100.0000	5866	431	433	0.2696	14	4.78
k105_37075 flag=0 multi=40.2604 len=17416	118.4295	17416	0.0000	100.0000	17416	10373	10378	0.5498	118	17.26
k105_37085 flag=0 multi=10.5669 len=2047	40.9692	2047	0.0000	100.0000	2047	418	422	0.4670	42	8.14
k105_37106 flag=1 multi=3.0000 len=2776	11.6063	2776	0.0000	100.0000	2776	161	161	0.5762	12	3.55
k105_37108 flag=0 multi=10.3849 len=2573	46.2585	2573	0.0000	100.0000	2573	596	600	0.4147	49	11.25
k105_122622 flag=0 multi=11.5479 len=10514	39.3804	10514	0.0000	100.0000	10514	2064	2061	0.4295	39	11.00
k105_122633 flag=0 multi=4.9545 len=1862	24.8276	1862	0.0000	100.0000	1862	221	245	0.4385	25	9.56
k105_37143 flag=1 multi=4.9974 len=3147	31.3130	3147	0.0000	98.9196	3113	496	503	0.6559	33	10.78
k105_122634 flag=1 multi=4.0000 len=4734	15.1810	4734	0.0000	100.0000	4734	356	360	0.3639	15	4.90
k105_37146 flag=0 multi=5.9822 len=2746	381.6085	2746	0.0000	100.0000	2746	5257	5154	0.3098	374	155.90
k105_122635 flag=1 multi=2.5699 len=1821	30.7996	1821	0.0000	100.0000	1821	275	282	0.3173	32	13.43
k105_122640 flag=0 multi=6.8278 len=2353	46.0540	2353	0.0000	98.6400	2321	538	538	0.3280	60	29.96
k105_122644 flag=0 multi=4.4307 len=1584	30.8264	1584	0.0000	100.0000	1584	241	244	0.3485	31	10.97
k105_37161 flag=0 multi=12.7583 len=1843	78.8595	1843	0.0000	99.8915	1841	733	740	0.6326	89	29.42
k105_37166 flag=1 multi=5.0000 len=3153	17.4304	3153	0.0000	100.0000	3153	274	278	0.4650	16	6.33
k105_122668 flag=1 multi=5.8408 len=1675	35.1719	1675	0.0000	100.0000	1675	297	296	0.4233	36	10.04
k105_37181 flag=1 multi=4.0000 len=2586	12.6396	2586	0.0000	100.0000	2586	165	165	0.6304	12	4.47
k105_37184 flag=0 multi=5.9704 len=1794	30.7475	1794	0.0000	100.0000	1794	279	280	0.6413	31	10.30
k105_122681 flag=1 multi=3.0000 len=1920	10.2698	1920	0.0000	100.0000	1920	97	99	0.2787	10	3.29
k105_37186 flag=1 multi=2.8865 len=3752	16.6389	3752	0.0000	100.0000	3752	306	318	0.2973	17	4.03
k105_122692 flag=1 multi=3.0000 len=2638	10.1630	2638	0.0000	100.0000	2638	134	136	0.4936	10	2.99
k105_37192 flag=0 multi=9.9311 len=8576	31.8973	8576	0.0000	100.0000	8576	1365	1360	0.4118	31	7.27
k105_122701 flag=1 multi=3.0000 len=2770	12.1235	2770	0.0000	100.0000	2770	166	168	0.3846	12	4.28
k105_37196 flag=1 multi=3.0000 len=2099	9.9767	2099	0.0000	100.0000	2099	105	105	0.6509	10	3.91
k105_37202 flag=1 multi=2.8806 len=1881	27.7485	1881	0.0000	100.0000	1881	266	254	0.3565	21	18.38
k105_122703 flag=0 multi=17.4549 len=6421	72.9715	6421	0.0000	100.0000	6421	2327	2334	0.3297	73	14.84
k105_37215 flag=0 multi=7.1630 len=3135	31.9620	3135	0.0000	100.0000	3135	508	502	0.5962	29	13.49
k105_122707 flag=1 multi=5.0000 len=8511	13.4329	8511	0.0000	100.0000	8511	571	571	0.5219	13	4.69
k105_37222 flag=1 multi=3.0000 len=1757	9.2174	1757	0.0000	100.0000	1757	81	82	0.5803	9	3.34
k105_37231 flag=1 multi=3.0000 len=2903	10.1433	2903	0.0000	100.0000	2903	149	149	0.6009	10	3.55
k105_122741 flag=1 multi=2.9496 len=2009	16.9507	2009	0.0000	100.0000	2009	168	173	0.2963	16	4.52
k105_37259 flag=0 multi=6.0000 len=3776	34.4650	3776	0.0000	100.0000	3776	653	645	0.3746	34	8.25
k105_37260 flag=0 multi=6.9102 len=1731	47.9503	1731	0.0000	100.0000	1731	419	433	0.6361	37	27.99
k105_122764 flag=0 multi=8.4028 len=2712	129.7979	2712	0.0000	100.0000	2712	1812	1689	0.3407	92	106.92
k105_122766 flag=1 multi=4.0000 len=4682	13.2783	4682	0.0000	100.0000	4682	311	309	0.3500	13	4.81
k105_37280 flag=1 multi=2.8882 len=1823	17.7570	1823	0.0000	100.0000	1823	162	162	0.3930	18	4.84
k105_122794 flag=0 multi=6.8627 len=3345	260.0260	3345	0.0000	100.0000	3345	4251	4431	0.3665	101	270.43
k105_122803 flag=0 multi=1.9632 len=1518	30.1350	1518	0.0000	100.0000	1518	227	232	0.2813	29	8.50
k105_122806 flag=0 multi=3.9871 len=2424	28.7521	2424	0.0000	100.0000	2424	349	347	0.3693	28	9.22
k105_122810 flag=1 multi=3.0000 len=1653	10.4513	1653	0.0000	100.0000	1653	86	88	0.5405	11	4.86
k105_37327 flag=1 multi=5.0000 len=6032	25.0569	6032	0.0000	100.0000	6032	745	757	0.3217	25	6.58
k105_37331 flag=1 multi=5.0000 len=7481	14.5590	7481	0.0000	100.0000	7481	543	544	0.4695	14	4.54
k105_37332 flag=1 multi=2.9556 len=2536	9.0473	2536	0.0000	100.0000	2536	115	114	0.5990	9	3.24
k105_122847 flag=0 multi=5.4465 len=2237	33.5489	2237	0.0000	99.8212	2233	378	370	0.3450	32	10.74
k105_37337 flag=1 multi=4.4889 len=5822	11.6001	5822	0.0000	100.0000	5822	338	339	0.5227	11	4.26
k105_122867 flag=0 multi=6.6390 len=2911	28.9231	2911	0.0000	100.0000	2911	435	407	0.4210	24	17.77
k105_37344 flag=1 multi=4.0000 len=7694	12.1474	7694	0.0000	100.0000	7694	469	468	0.5443	11	4.25
k105_122879 flag=1 multi=3.0000 len=2406	9.1600	2406	0.0000	100.0000	2406	109	113	0.5340	9	2.69
k105_122886 flag=1 multi=3.0000 len=2098	19.0129	2098	0.0000	100.0000	2098	188	215	0.5927	20	5.40
k105_37347 flag=0 multi=8.0000 len=6051	32.6931	6051	0.0000	99.8513	6042	1003	996	0.6317	32	7.14
k105_122904 flag=0 multi=2.8502 len=1721	28.1499	1721	0.0000	100.0000	1721	236	257	0.5887	29	8.10
k105_37350 flag=0 multi=14.2508 len=8876	63.7515	8876	0.0000	100.0000	8876	2799	2829	0.3035	63	12.45
k105_122907 flag=1 multi=1.9557 len=2157	23.1089	2157	0.0000	100.0000	2157	245	251	0.3385	22	8.90
k105_122909 flag=0 multi=5.8165 len=2421	46.7910	2421	0.0000	100.0000	2421	556	580	0.3222	47	15.54
k105_122914 flag=0 multi=16.3135 len=4960	80.3669	4960	0.0000	100.0000	4960	2019	2014	0.6388	82	13.98
k105_122926 flag=1 multi=5.0000 len=1811	13.5665	1811	0.0000	100.0000	1811	122	123	0.4607	14	3.62
k105_122931 flag=0 multi=10.0475 len=2992	37.3600	2992	0.0000	100.0000	2992	561	556	0.4179	38	9.63
k105_37354 flag=0 multi=9.9265 len=23195	34.8013	23195	0.0000	100.0000	23195	4027	4114	0.6221	34	8.82
k105_122941 flag=1 multi=5.0000 len=2635	15.0983	2635	0.0000	100.0000	2635	200	199	0.5720	15	5.21
k105_37374 flag=1 multi=2.8852 len=1725	11.5525	1725	0.0000	100.0000	1725	100	100	0.4239	11	3.69
k105_122945 flag=1 multi=4.0000 len=1534	33.2197	1534	0.0000	100.0000	1534	258	251	0.4544	35	10.97
k105_37378 flag=1 multi=4.8410 len=2067	35.3725	2067	0.0000	100.0000	2067	364	381	0.6371	36	10.95
k105_122954 flag=1 multi=4.0000 len=6663	26.1210	6663	0.0000	100.0000	6663	852	903	0.6016	26	7.90
k105_122955 flag=1 multi=2.7442 len=1708	12.0632	1708	0.0000	100.0000	1708	103	102	0.4639	13	4.64
k105_37396 flag=0 multi=22.6939 len=3081	107.6550	3081	0.0000	100.0000	3081	1642	1664	0.3400	63	72.30
k105_37398 flag=0 multi=10.7730 len=3273	67.5399	3273	0.0000	100.0000	3273	1103	1139	0.6121	74	30.03
k105_122966 flag=0 multi=90.2184 len=3749	342.9125	3749	0.0000	100.0000	3749	6342	6430	0.3609	338	69.80
k105_37406 flag=1 multi=3.1584 len=2043	40.3744	2043	0.0000	100.0000	2043	414	419	0.5053	40	8.16
k105_122972 flag=1 multi=3.0000 len=1957	10.4165	1957	0.0000	100.0000	1957	102	104	0.5878	10	2.69
k105_37408 flag=1 multi=6.6625 len=9064	29.5521	9064	0.0000	100.0000	9064	1320	1346	0.3629	29	7.83
k105_122987 flag=0 multi=8.9512 len=1785	38.4768	1785	0.0000	100.0000	1785	345	346	0.4486	40	7.22
k105_122990 flag=0 multi=6.4944 len=2591	148.1995	2591	0.0000	100.0000	2591	1960	1878	0.3402	52	155.88
k105_37417 flag=1 multi=3.0000 len=2659	14.2426	2659	0.0000	100.0000	2659	190	192	0.4524	14	4.25
k105_37421 flag=1 multi=4.0000 len=2173	36.4883	2173	0.0000	100.0000	2173	390	402	0.3347	37	8.68
k105_122993 flag=1 multi=2.9652 len=5904	14.6755	5904	0.0000	100.0000	5904	434	429	0.4386	15	4.98
k105_37427 flag=0 multi=4.0000 len=2080	18.2125	2080	0.0000	100.0000	2080	188	193	0.2961	14	12.34
k105_37428 flag=0 multi=3.8947 len=2763	36.8520	2763	0.0000	100.0000	2763	513	509	0.5389	37	10.43
k105_123005 flag=1 multi=3.0000 len=1852	13.1625	1852	0.0000	100.0000	1852	124	120	0.4878	13	5.00
k105_123007 flag=1 multi=4.0000 len=2673	13.1519	2673	0.0000	100.0000	2673	177	176	0.4834	13	4.18
k105_37431 flag=0 multi=10.3996 len=4187	43.4325	4187	0.0000	100.0000	4187	904	912	0.4379	44	8.22
k105_123010 flag=0 multi=3.9905 len=3267	34.4558	3267	0.0000	100.0000	3267	556	562	0.3059	35	9.09
k105_37445 flag=1 multi=3.9250 len=3184	15.2123	3184	0.0000	100.0000	3184	243	245	0.6186	15	4.99
k105_37449 flag=1 multi=3.0000 len=2784	11.3596	2784	0.0000	100.0000	2784	159	158	0.5896	11	3.88
k105_123052 flag=1 multi=4.0000 len=2562	13.2955	2562	0.0000	100.0000	2562	171	172	0.5900	13	3.54
k105_37466 flag=0 multi=6.4737 len=8072	41.2654	8072	0.0000	100.0000	8072	1643	1676	0.3392	41	10.43
k105_123053 flag=1 multi=2.9912 len=3977	20.9779	3977	0.0000	100.0000	3977	415	428	0.5823	20	6.82
k105_37475 flag=1 multi=4.0000 len=4818	12.9753	4818	0.0000	100.0000	4818	314	316	0.5807	13	3.92
k105_37483 flag=0 multi=2.9340 len=4484	37.3834	4484	0.0000	100.0000	4484	838	838	0.4397	37	7.90
k105_37484 flag=1 multi=3.0000 len=1929	13.7880	1929	0.0000	100.0000	1929	132	135	0.4410	15	5.16
k105_37490 flag=1 multi=2.0000 len=1795	10.4290	1795	0.0000	100.0000	1795	94	95	0.5809	10	3.36
k105_37498 flag=1 multi=5.9042 len=5482	20.0067	5482	0.0000	100.0000	5482	547	558	0.5582	19	7.09
k105_37499 flag=0 multi=2.9878 len=1750	55.8274	1750	0.0000	100.0000	1750	481	506	0.3321	57	25.28
k105_37502 flag=1 multi=5.0000 len=1875	13.3861	1875	0.0000	100.0000	1875	126	126	0.4896	13	5.32
k105_37511 flag=0 multi=3.9364 len=6064	50.5735	6064	0.0000	100.0000	6064	1379	1622	0.3127	46	24.15
k105_37533 flag=1 multi=4.9291 len=1628	40.7899	1628	0.0000	100.0000	1628	316	349	0.3221	42	12.81
k105_123071 flag=0 multi=29.0000 len=55562	86.5991	55562	0.0000	100.0000	55562	24024	24072	0.4947	86	13.70
k105_37549 flag=0 multi=9.0032 len=1675	39.9672	1675	0.0000	100.0000	1675	341	331	0.4171	43	11.09
k105_37566 flag=0 multi=10.9670 len=3134	38.9413	3134	0.0000	100.0000	3134	609	611	0.4143	39	7.61
k105_123097 flag=1 multi=3.5024 len=2565	27.1614	2565	0.0000	99.2593	2546	351	353	0.4727	28	9.81
k105_37572 flag=0 multi=4.5149 len=3032	47.1389	3032	0.0000	99.9340	3030	728	691	0.3258	35	31.87
k105_123106 flag=0 multi=5.5511 len=1524	82.5118	1524	0.0000	100.0000	1524	632	626	0.2956	84	17.11
k105_37573 flag=0 multi=6.9803 len=6197	32.2233	6197	0.0000	100.0000	6197	988	1021	0.5532	31	9.77
k105_123112 flag=0 multi=15.7963 len=2137	83.5508	2137	0.0000	99.8128	2133	883	894	0.3198	84	20.98
k105_37585 flag=1 multi=4.0000 len=2744	17.1210	2744	0.0000	100.0000	2744	232	243	0.6649	17	7.28
k105_123135 flag=1 multi=4.0000 len=3092	14.7552	3092	0.0000	100.0000	3092	220	234	0.2766	14	4.12
k105_37603 flag=1 multi=4.0000 len=1663	11.3343	1663	0.0000	100.0000	1663	93	95	0.5673	12	3.80
k105_37628 flag=1 multi=2.0000 len=2126	13.6345	2126	0.0000	100.0000	2126	145	148	0.5853	14	3.33
k105_37632 flag=1 multi=3.0000 len=1750	21.8291	1750	0.0000	100.0000	1750	183	203	0.5924	22	7.23
k105_37636 flag=1 multi=3.0000 len=2030	10.6133	2030	0.0000	100.0000	2030	106	109	0.4885	10	4.37
k105_123175 flag=0 multi=2.6224 len=1580	23.2025	1580	0.0000	100.0000	1580	184	183	0.3099	24	5.07
k105_123178 flag=0 multi=3.8642 len=1784	100.1020	1784	0.0000	100.0000	1784	897	877	0.3653	34	111.07
k105_37645 flag=0 multi=4.9725 len=1558	28.0591	1558	0.0000	100.0000	1558	223	220	0.4499	27	7.87
k105_37651 flag=0 multi=3.5819 len=2078	38.6420	2078	0.0000	100.0000	2078	397	413	0.4767	39	9.73
k105_123181 flag=1 multi=4.0000 len=4646	12.8491	4646	0.0000	100.0000	4646	299	302	0.5769	12	5.15
k105_37667 flag=0 multi=7.9274 len=1552	44.9742	1552	0.0000	100.0000	1552	349	350	0.3531	40	22.55
k105_37675 flag=0 multi=4.9863 len=3035	26.2204	3035	0.0000	100.0000	3035	401	398	0.5520	27	6.19
k105_37683 flag=1 multi=4.0000 len=7157	15.2725	7157	0.0000	100.0000	7157	536	566	0.6161	14	5.50
k105_37688 flag=1 multi=3.8826 len=3316	34.8809	3316	0.0000	100.0000	3316	563	590	0.4064	32	17.34
k105_37690 flag=0 multi=7.9726 len=2656	29.7402	2656	0.0000	100.0000	2656	403	395	0.6102	30	9.21
k105_123240 flag=1 multi=3.9334 len=3124	24.2987	3124	0.0000	100.0000	3124	367	388	0.3395	24	7.93
k105_37693 flag=1 multi=5.0000 len=1784	15.0432	1784	0.0000	100.0000	1784	132	136	0.4655	14	5.85
k105_123241 flag=1 multi=4.0000 len=2215	15.1991	2215	0.0000	100.0000	2215	170	170	0.5857	15	5.29
k105_37711 flag=1 multi=4.0000 len=2387	10.7155	2387	0.0000	100.0000	2387	128	128	0.6325	11	3.13
k105_37745 flag=0 multi=9.9358 len=1647	56.8519	1647	0.0000	100.0000	1647	463	481	0.5748	61	15.65
k105_123250 flag=0 multi=32.2287 len=23296	96.9001	23296	0.0000	100.0000	23296	11349	11381	0.5594	96	15.99
k105_123265 flag=1 multi=3.0000 len=2027	11.3794	2027	0.0000	100.0000	2027	115	114	0.4140	11	3.97
k105_37747 flag=0 multi=6.9980 len=15141	23.8720	15141	0.0000	100.0000	15141	1857	1862	0.6754	23	6.64
k105_123280 flag=1 multi=2.9030 len=2743	31.1221	2743	0.0000	100.0000	2743	421	434	0.4626	32	9.18
k105_37748 flag=1 multi=5.0000 len=7096	24.8467	7096	0.0000	100.0000	7096	845	908	0.3872	25	9.42
k105_123296 flag=1 multi=4.0000 len=2337	12.7210	2337	0.0000	100.0000	2337	149	148	0.5119	12	4.55
k105_37759 flag=1 multi=4.0000 len=1888	18.4698	1888	0.0000	100.0000	1888	177	181	0.6439	19	4.86
k105_123302 flag=0 multi=10.0705 len=1565	73.2192	1565	0.0000	100.0000	1565	567	584	0.3267	73	14.75
k105_123303 flag=0 multi=3.9751 len=2512	21.8623	2512	0.0000	100.0000	2512	265	287	0.4525	17	12.40
k105_37764 flag=1 multi=4.0000 len=3866	15.4674	3866	0.0000	100.0000	3866	298	298	0.2904	15	4.62
k105_123307 flag=1 multi=3.0000 len=1810	10.9746	1810	0.0000	100.0000	1810	100	98	0.3757	11	4.57
k105_37772 flag=1 multi=2.9242 len=1846	25.4057	1846	0.0000	100.0000	1846	237	233	0.3609	26	8.77
k105_37793 flag=1 multi=2.0000 len=1802	8.8024	1802	0.0000	100.0000	1802	79	81	0.5405	8	2.87
k105_37799 flag=0 multi=12.5026 len=3133	40.8519	3133	0.0000	100.0000	3133	635	647	0.4465	39	10.47
k105_37804 flag=0 multi=9.7866 len=1633	63.4654	1633	0.0000	100.0000	1633	513	529	0.3222	65	14.35
k105_123366 flag=0 multi=32.2113 len=1965	139.6748	1965	0.0000	100.0000	1965	1382	1383	0.5061	123	46.09
k105_37822 flag=0 multi=3.9960 len=7571	21.6032	7571	0.0000	100.0000	7571	794	856	0.6274	19	11.31
